z_m,u_m_per_s,T_K,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_NO,Y_NO2,Y_N2O,Y_HNO,Y_CN,Y_HCN,Y_H2CN,Y_HCNN,Y_HCNO,Y_HOCN,Y_HNCO,Y_NCO,Y_N2,Y_AR,Y_C3H7,Y_C3H8,Y_CH2CHO,Y_CH3CHO
0.0,0.15394047226690422,300.0,0.00016425646305786527,3.810851118549892e-10,1.5398959397886188e-10,0.21933486328971907,1.158285599356799e-09,0.0005985565955326267,1.1174820219813084e-06,1.0951742775003536e-05,7.03949768930137e-19,1.551037364863621e-18,5.969478645339116e-14,1.8804459344976498e-15,1.1377727810752816e-08,0.05493737404454016,0.00035935818143366605,0.00013893616880581735,6.47831427589336e-12,7.462590565602131e-06,4.677964967089009e-13,7.507225739734954e-09,4.42804693458902e-06,1.7401667529602816e-15,3.617382757316828e-05,3.184249251733406e-12,1.0817748106627352e-06,3.5799453737725465e-11,3.723758935026117e-07,6.70887952931429e-12,3.85690108540235e-07,1.3015039719166073e-08,1.4563551370557806e-16,8.481408056695891e-16,8.038351821827486e-14,9.424754866850981e-11,1.5379812158508188e-16,1.1002873540395826e-11,1.7436538223866533e-10,1.4374243270736494e-11,4.765924491776558e-15,8.613327819625062e-20,4.2249083719535534e-10,4.2792820385008005e-14,3.1628227546130005e-19,4.900808186730663e-12,9.147046389757948e-14,2.318684953216903e-11,2.485623152350042e-15,0.7244046432844518,0.0,9.24451518467219e-13,7.49956709593269e-10,2.9989743858412553e-10,3.0001502771286582e-09
0.024,0.9686182217873262,1699.2533810728198,0.00669306912847643,1.2858272786466172e-05,3.2011507088009915e-07,0.0014127476641569308,2.1835747850928062e-05,0.11672889510487605,4.6803575779216164e-07,1.856250557589202e-08,6.762076020747614e-11,1.4965088665254733e-10,1.9319658103237587e-10,9.326685928259916e-09,0.00013694617947454323,0.0020913300478945162,0.10514286094754649,0.07025631001485608,6.717270147004138e-08,5.22973898283577e-06,4.3986715463334176e-08,3.395308713697701e-09,1.3767686460005915e-06,3.4701946926666585e-07,0.016931642763285928,1.8414823694153705e-06,0.0001376935443999822,3.3483041844273684e-07,1.3030592425808364e-05,5.6431570454087946e-06,0.00015039615745021933,1.1473854522618432e-05,2.7700808183796682e-11,3.0637681132773735e-11,2.6889603380557274e-10,2.905935277567231e-08,4.313374754343206e-10,4.343248418945513e-08,1.5820633363002407e-12,1.4187052387515808e-09,2.337344073143766e-11,6.3393564262030665e-12,2.005180641797473e-07,6.088277280657069e-13,1.3354842316427748e-12,9.754995278866315e-10,4.891930409294738e-11,5.815602088721874e-09,7.217413844235644e-12,0.6802428639593101,9.696473831541336e-21,9.308644245296158e-11,1.0057912211502329e-08,1.0965168390405693e-08,3.883471855070262e-08
0.036,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
0.03899999999999999,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
0.040499999999999994,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
0.040874999999999995,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
0.041249999999999995,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
0.041437499999999995,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
0.041624999999999995,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
0.041812499999999996,0.9706058851770005,1699.2533810728198,0.006816654228528416,1.3095696141627732e-05,3.260258798533022e-07,0.0014388335386745284,2.2238937035301714e-05,0.11888425192303843,4.7667786873474174e-07,1.8905255525844256e-08,6.886935307919316e-11,1.5241413613366707e-10,1.9676388600695068e-10,9.498899809735142e-09,0.0001394748411344223,0.0021299457006316337,0.10708428583656635,0.0715535673620913,6.841302110107865e-08,5.326304221149192e-06,4.479891425093762e-08,3.458001860748053e-09,1.4021901809643507e-06,3.5342705822265746e-07,0.01724427942141372,1.8754846751587713e-06,0.0001402360058828293,3.410129409849944e-07,1.327119760076892e-05,5.747355898682057e-06,0.00015317316808751279,1.1685715095390152e-05,2.8212293585369532e-11,3.120339483085054e-11,2.7386110178912033e-10,2.9595923211639835e-08,4.393019658697211e-10,4.4234449297094555e-08,1.6112755636551487e-12,1.4449011177287493e-09,2.3805022858546353e-11,6.456410349175983e-12,2.0422055769179705e-07,6.200695118039745e-13,1.3601434648410775e-12,9.935117737547656e-10,4.982258134509467e-11,5.922985077333084e-09,7.350680779768128e-12,0.6743386641234239,1.650722579697445e-20,9.480524993622605e-11,1.0243627921756102e-08,1.1167636257777533e-08,3.9551787579193556e-08
