Z,c,T_K,qdot_Jm3s
0.049593,0.987052,2184.3603,7.0386e+06
0.049593,0.991437,2198.6320,4.1356e+06
0.049593,0.995759,2212.4595,1.8235e+06
0.049593,1.000000,2225.6996,2.6589e+04
0.052645,0.000000,300.0000,2.1931e+01
0.052645,0.005275,312.8926,1.2154e+04
0.052645,0.010489,326.4712,5.2271e+04
0.052645,0.015716,339.9594,1.2268e+05
0.052645,0.020951,353.3632,2.2511e+05
0.052645,0.025009,363.6981,3.2756e+05
0.052645,0.027057,368.8920,3.8945e+05
0.052645,0.032146,381.7437,5.7543e+05
0.052645,0.037387,394.9060,8.2091e+05
0.052645,0.042627,407.9982,1.1328e+06
0.052645,0.047866,421.0174,1.5343e+06
0.052645,0.050886,428.4941,1.8123e+06
0.052645,0.053972,436.1126,2.1363e+06
0.052645,0.059054,448.6114,2.7716e+06
0.052645,0.064287,461.4238,3.5720e+06
0.052645,0.069518,474.1677,4.5684e+06
0.052645,0.074746,486.8442,5.7753e+06
0.052645,0.076901,492.0520,6.3378e+06
0.052645,0.080697,501.2000,7.4287e+06
0.052645,0.085910,513.7106,9.1532e+06
0.052645,0.091131,526.1811,1.1159e+07
0.052645,0.096350,538.5875,1.3459e+07
0.052645,0.100924,549.4169,1.5715e+07
0.052645,0.103416,555.2961,1.7060e+07
0.052645,0.107493,564.8860,1.9412e+07
0.052645,0.112705,577.0947,2.2722e+07
0.052645,0.117914,589.2415,2.6372e+07
0.052645,0.123122,601.3283,3.0360e+07
0.052645,0.127171,610.6891,3.3700e+07
0.052645,0.129784,616.6980,3.6042e+07
0.052645,0.134241,626.9492,4.0048e+07
0.052645,0.139442,638.8371,4.5198e+07
0.052645,0.144641,650.6772,5.0630e+07
0.052645,0.149837,662.4726,5.6325e+07
0.052645,0.153517,670.7706,6.0728e+07
0.052645,0.155986,676.3357,6.3687e+07
0.052645,0.160933,687.4560,6.9858e+07
0.052645,0.166123,699.0642,7.6717e+07
0.052645,0.171311,710.6124,8.3937e+07
0.052645,0.176374,721.8326,9.1312e+07
0.052645,0.179721,729.2285,9.6337e+07
0.052645,0.182388,735.1008,1.0048e+08
0.052645,0.187569,746.4777,1.0874e+08
0.052645,0.192748,757.8010,1.1733e+08
0.052645,0.197925,769.0707,1.2626e+08
0.052645,0.202864,779.7769,1.3513e+08
0.052645,0.205660,785.8136,1.4033e+08
0.052645,0.208978,792.9636,1.4659e+08
0.052645,0.214147,804.0648,1.5668e+08
0.052645,0.219314,815.1141,1.6717e+08
0.052645,0.224479,826.1119,1.7806e+08
0.052645,0.229417,836.5835,1.8888e+08
0.052645,0.231468,840.9195,1.9349e+08
0.052645,0.235507,849.4378,2.0281e+08
0.052645,0.240664,860.2753,2.1513e+08
0.052645,0.245818,871.0625,2.2796e+08
0.052645,0.250970,881.7998,2.4132e+08
0.052645,0.256018,892.2785,2.5495e+08
0.052645,0.257151,894.6223,2.5812e+08
0.052645,0.261969,904.5739,2.7179e+08
0.052645,0.267112,915.1559,2.8700e+08
0.052645,0.272252,925.6894,3.0285e+08
0.052645,0.277390,936.1747,3.1936e+08
0.052645,0.281955,945.4491,3.3476e+08
0.052645,0.283226,948.0304,3.3905e+08
0.052645,0.288356,958.4049,3.5722e+08
0.052645,0.293484,968.7315,3.7616e+08
0.052645,0.298608,979.0106,3.9588e+08
0.052645,0.303729,989.2426,4.1640e+08
0.052645,0.307472,996.7037,4.3179e+08
0.052645,0.309545,1000.8146,4.4075e+08
0.052645,0.314658,1010.9451,4.6306e+08
0.052645,0.319767,1021.0274,4.8626e+08
0.052645,0.324873,1031.0535,5.1057e+08
0.052645,0.329974,1041.0150,5.3617e+08
0.052645,0.333069,1047.0452,5.5201e+08
0.052645,0.335768,1052.3041,5.6582e+08
0.052645,0.340861,1062.2015,5.9251e+08
0.052645,0.345949,1072.0367,6.2059e+08
0.052645,0.351033,1081.8128,6.4994e+08
0.052645,0.356112,1091.5421,6.8028e+08
0.052645,0.358729,1096.5471,6.9610e+08
0.052645,0.361904,1102.5900,7.1608e+08
0.052645,0.366950,1112.1762,7.4832e+08
0.052645,0.372014,1121.7555,7.8182e+08
0.052645,0.377073,1131.2787,8.1658e+08
0.052645,0.382127,1140.7577,8.5226e+08
0.052645,0.384432,1145.0687,8.6887e+08
0.052645,0.387920,1151.5772,8.9445e+08
0.052645,0.392907,1160.8523,9.3191e+08
0.052645,0.397944,1170.1696,9.7110e+08
0.052645,0.402975,1179.4436,1.0112e+09
0.052645,0.408000,1188.6748,1.0521e+09
0.052645,0.410152,1192.6077,1.0703e+09
0.052645,0.413749,1199.1770,1.1007e+09
0.052645,0.418717,1208.2097,1.1438e+09
0.052645,0.423722,1217.2795,1.1881e+09
0.052645,0.428721,1226.3009,1.2334e+09
0.052645,0.433713,1235.2616,1.2801e+09
0.052645,0.435864,1239.1195,1.3002e+09
0.052645,0.439397,1245.4251,1.3342e+09
0.052645,0.444358,1254.2634,1.3824e+09
0.052645,0.449329,1263.0666,1.4320e+09
0.052645,0.454292,1271.8248,1.4824e+09
0.052645,0.459248,1280.5425,1.5335e+09
0.052645,0.461535,1284.5403,1.5577e+09
0.052645,0.464876,1290.3817,1.5931e+09
0.052645,0.469814,1298.9777,1.6463e+09
0.052645,0.474747,1307.5367,1.7002e+09
0.052645,0.479671,1316.0357,1.7551e+09
0.052645,0.484588,1324.4857,1.8108e+09
0.052645,0.487130,1328.8430,1.8398e+09
0.052645,0.490199,1334.0923,1.8751e+09
0.052645,0.495068,1342.3844,1.9320e+09
0.052645,0.499959,1350.6781,1.9899e+09
0.052645,0.504842,1358.9328,2.0483e+09
0.052645,0.509716,1367.1242,2.1075e+09
0.052645,0.512611,1371.9812,2.1429e+09
0.052645,0.515387,1376.6152,2.1772e+09
0.052645,0.520103,1384.4831,2.2357e+09
0.052645,0.524951,1392.5210,2.2967e+09
0.052645,0.529789,1400.5154,2.3580e+09
0.052645,0.534619,1408.4686,2.4197e+09
0.052645,0.537938,1413.9025,2.4625e+09
0.052645,0.540464,1418.0330,2.4952e+09
0.052645,0.544909,1425.2801,2.5530e+09
0.052645,0.549711,1433.0810,2.6158e+09
0.052645,0.554503,1440.8216,2.6790e+09
0.052645,0.559286,1448.5266,2.7423e+09
0.052645,0.563072,1454.5937,2.7927e+09
0.052645,0.565459,1458.4184,2.8244e+09
0.052645,0.569476,1464.8164,2.8782e+09
0.052645,0.574230,1472.3767,2.9418e+09
0.052645,0.578975,1479.8781,3.0055e+09
0.052645,0.583711,1487.3371,3.0692e+09
0.052645,0.587972,1494.0274,3.1265e+09
0.052645,0.590405,1497.8316,3.1592e+09
0.052645,0.593799,1503.1234,3.2048e+09
0.052645,0.598506,1510.4424,3.2679e+09
0.052645,0.603204,1517.7193,3.3308e+09
0.052645,0.607892,1524.9403,3.3932e+09
0.052645,0.612571,1532.1285,3.4553e+09
0.052645,0.615338,1536.3567,3.4918e+09
0.052645,0.617911,1540.2891,3.5257e+09
0.052645,0.622540,1547.3255,3.5861e+09
0.052645,0.627191,1554.3789,3.6465e+09
0.052645,0.631834,1561.3780,3.7059e+09
0.052645,0.636467,1568.3376,3.7646e+09
0.052645,0.640084,1573.7541,3.8099e+09
0.052645,0.642402,1577.2142,3.8386e+09
0.052645,0.646339,1583.0711,3.8868e+09
0.052645,0.650947,1589.9007,3.9423e+09
0.052645,0.655546,1596.6969,3.9969e+09
0.052645,0.660137,1603.4366,4.0495e+09
0.052645,0.664532,1609.8709,4.0991e+09
0.052645,0.666932,1613.3716,4.1254e+09
0.052645,0.669920,1617.7272,4.1582e+09
0.052645,0.674488,1624.3433,4.2059e+09
0.052645,0.679048,1630.9270,4.2522e+09
0.052645,0.683601,1637.4783,4.2970e+09
0.052645,0.688147,1643.9772,4.3388e+09
0.052645,0.691522,1648.7902,4.3689e+09
0.052645,0.693848,1652.0944,4.3886e+09
0.052645,0.697841,1657.7559,4.4217e+09
0.052645,0.702369,1664.1433,4.4563e+09
0.052645,0.706891,1670.4917,4.4879e+09
0.052645,0.711408,1676.8093,4.5172e+09
0.052645,0.715856,1683.0014,4.5430e+09
0.052645,0.718037,1686.0213,4.5540e+09
0.052645,0.721046,1690.1830,4.5683e+09
0.052645,0.725551,1696.3857,4.5866e+09
0.052645,0.730054,1702.5574,4.6015e+09
0.052645,0.734553,1708.6967,4.6127e+09
0.052645,0.739051,1714.7938,4.6184e+09
0.052645,0.742610,1719.5989,4.6200e+09
0.052645,0.744797,1722.5430,4.6197e+09
0.052645,0.748658,1727.7191,4.6159e+09
0.052645,0.753155,1733.7197,4.6072e+09
0.052645,0.757652,1739.6899,4.5932e+09
0.052645,0.762152,1745.6240,4.5725e+09
0.052645,0.766654,1751.5264,4.5454e+09
0.052645,0.769015,1754.6087,4.5290e+09
0.052645,0.771892,1758.3516,4.5062e+09
0.052645,0.776288,1764.0395,4.4656e+09
0.052645,0.780805,1769.8481,4.4169e+09
0.052645,0.785325,1775.6223,4.3603e+09
0.052645,0.789845,1781.3579,4.2955e+09
0.052645,0.793744,1786.2720,4.2328e+09
0.052645,0.795655,1788.6716,4.1999e+09
0.052645,0.799503,1793.4746,4.1279e+09
0.052645,0.804022,1799.0783,4.0349e+09
0.052645,0.808540,1804.6373,3.9324e+09
0.052645,0.813057,1810.1493,3.8196e+09
0.052645,0.817574,1815.6116,3.6957e+09
0.052645,0.820168,1818.7314,3.6207e+09
0.052645,0.822860,1821.9468,3.5379e+09
0.052645,0.827226,1827.1303,3.3970e+09
0.052645,0.831742,1832.4394,3.2395e+09
0.052645,0.836258,1837.7009,3.0724e+09
0.052645,0.840772,1842.9078,2.8946e+09
0.052645,0.844998,1847.7402,2.7199e+09
0.052645,0.846507,1849.4531,2.6553e+09
0.052645,0.850411,1853.8644,2.4849e+09
0.052645,0.854918,1858.9126,2.2809e+09
0.052645,0.859421,1863.9160,2.0719e+09
0.052645,0.863918,1868.8791,1.8600e+09
0.052645,0.868408,1873.8095,1.6483e+09
0.052645,0.871367,1877.0527,1.5102e+09
0.052645,0.873629,1879.5333,1.4063e+09
0.052645,0.877974,1884.3115,1.2127e+09
0.052645,0.882435,1889.2652,1.0257e+09
0.052645,0.886888,1894.2968,8.5512e+08
0.052645,0.891331,1899.4632,7.0492e+08
0.052645,0.895766,1904.8384,5.7780e+08
0.052645,0.897364,1906.8463,5.3780e+08
0.052645,0.900798,1911.3272,4.6258e+08
0.052645,0.905221,1917.5123,3.8571e+08
0.052645,0.909644,1924.3154,3.2820e+08
0.052645,0.914073,1931.9540,2.8523e+08
0.052645,0.918510,1940.6623,2.5119e+08
0.052645,0.922524,1949.7114,2.2440e+08
0.052645,0.923597,1952.3484,2.1754e+08
0.052645,0.928026,1964.3604,1.8987e+08
0.052645,0.932480,1978.4596,1.6286e+08
0.052645,0.936927,1994.5634,1.3737e+08
0.052645,0.941375,2012.3921,1.1424e+08
0.052645,0.945828,2031.3049,9.4024e+07
0.052645,0.948598,2043.2618,8.2967e+07
0.052645,0.950892,2053.1360,7.4607e+07
0.052645,0.955341,2072.0205,6.0301e+07
0.052645,0.959782,2090.3587,4.8210e+07
0.052645,0.964226,2108.1673,3.7972e+07
0.052645,0.968680,2125.4697,2.9340e+07
0.052645,0.973134,2142.3087,2.2073e+07
0.052645,0.974510,2147.4238,2.0089e+07
0.052645,0.978184,2160.8886,1.5345e+07
0.052645,0.982624,2176.8113,1.0587e+07
0.052645,0.987052,2192.3386,6.7591e+06
0.052645,0.991437,2207.4037,3.8004e+06
0.052645,0.995759,2221.9745,1.6066e+06
0.052645,1.000000,2236.0186,7.0889e+04
0.055676,0.000000,300.0000,2.0781e+01
0.055676,0.005275,312.9464,1.1015e+04
0.055676,0.010489,326.7679,4.8623e+04
0.055676,0.015716,340.4956,1.1397e+05
0.055676,0.020951,354.1253,2.0935e+05
0.055676,0.025009,364.6210,3.0723e+05
0.055676,0.027057,369.8954,3.6563e+05
0.055676,0.032146,382.9415,5.3955e+05
0.055676,0.037387,396.2915,7.6990e+05
0.055676,0.042627,409.5574,1.0662e+06
0.055676,0.047866,422.7442,1.4429e+06
0.055676,0.050886,430.3138,1.7026e+06
0.055676,0.053972,438.0245,2.0042e+06
0.055676,0.059054,450.6633,2.6068e+06
0.055676,0.064287,463.6130,3.3642e+06
0.055676,0.069518,476.4927,4.2869e+06
0.055676,0.074746,489.2955,5.4112e+06
0.055676,0.076901,494.5536,5.9341e+06
0.055676,0.080697,503.7844,6.9580e+06
0.055676,0.085910,516.4068,8.5609e+06
0.055676,0.091131,528.9839,1.0420e+07
0.055676,0.096350,541.4917,1.2545e+07
0.055676,0.100924,552.4045,1.4634e+07
0.055676,0.103416,558.3281,1.5874e+07
0.055676,0.107493,567.9898,1.8032e+07
0.055676,0.112705,580.2835,2.1079e+07
0.055676,0.117914,592.5125,2.4425e+07
0.055676,0.123122,604.6773,2.8076e+07
0.055676,0.127171,614.0961,3.1129e+07
0.055676,0.129784,620.1409,3.3264e+07
0.055676,0.134241,630.4549,3.6907e+07
0.055676,0.139442,642.4090,4.1596e+07
0.055676,0.144641,654.3114,4.6545e+07
0.055676,0.149837,666.1657,5.1732e+07
0.055676,0.153517,674.5093,5.5697e+07
0.055676,0.155986,680.1056,5.8357e+07
0.055676,0.160933,691.2780,6.3956e+07
0.055676,0.166123,702.9360,7.0179e+07
0.055676,0.171311,714.5352,7.6702e+07
0.055676,0.176374,725.8052,8.3350e+07
0.055676,0.179721,733.2292,8.7902e+07
0.055676,0.182388,739.1327,9.1598e+07
0.055676,0.187569,750.5526,9.9060e+07
0.055676,0.192748,761.9164,1.0683e+08
0.055676,0.197925,773.2258,1.1490e+08
0.055676,0.202864,783.9711,1.2291e+08
0.055676,0.205660,790.0385,1.2754e+08
0.055676,0.208978,797.2088,1.3324e+08
0.055676,0.214147,808.3491,1.4235e+08
0.055676,0.219314,819.4361,1.5183e+08
0.055676,0.224479,830.4701,1.6169e+08
0.055676,0.229417,840.9741,1.7150e+08
0.055676,0.231468,845.3228,1.7570e+08
0.055676,0.235507,853.8722,1.8411e+08
0.055676,0.240664,864.7424,1.9532e+08
0.055676,0.245818,875.5608,2.0700e+08
0.055676,0.250970,886.3280,2.1920e+08
0.055676,0.256018,896.8342,2.3168e+08
0.055676,0.257151,899.1877,2.3453e+08
0.055676,0.261969,909.1662,2.4705e+08
0.055676,0.267112,919.7744,2.6102e+08
0.055676,0.272252,930.3329,2.7560e+08
0.055676,0.277390,940.8421,2.9084e+08
0.055676,0.281955,950.1446,3.0495e+08
0.055676,0.283226,952.7290,3.0895e+08
0.055676,0.288356,963.1325,3.2566e+08
0.055676,0.293484,973.4877,3.4309e+08
0.055676,0.298608,983.7950,3.6126e+08
0.055676,0.303729,994.0547,3.8019e+08
0.055676,0.307472,1001.5258,3.9460e+08
0.055676,0.309545,1005.6557,4.0272e+08
0.055676,0.314658,1015.8098,4.2342e+08
0.055676,0.319767,1025.9096,4.4509e+08
0.055676,0.324873,1035.9440,4.6798e+08
0.055676,0.329974,1045.9500,4.9128e+08
0.055676,0.333069,1052.0205,5.0542e+08
0.055676,0.335768,1057.2846,5.1847e+08
0.055676,0.340861,1067.1901,5.4372e+08
0.055676,0.345949,1077.0432,5.7000e+08
0.055676,0.351033,1086.8429,5.9737e+08
0.055676,0.356112,1096.5966,6.2564e+08
0.055676,0.358729,1101.6106,6.4048e+08
0.055676,0.361904,1107.6710,6.5907e+08
0.055676,0.366950,1117.2804,6.8917e+08
0.055676,0.372014,1126.8783,7.2060e+08
0.055676,0.377073,1136.4248,7.5310e+08
0.055676,0.382127,1145.9265,7.8650e+08
0.055676,0.384432,1150.2466,8.0209e+08
0.055676,0.387920,1156.7709,8.2604e+08
0.055676,0.392907,1166.0663,8.6120e+08
0.055676,0.397944,1175.4055,8.9797e+08
0.055676,0.402975,1184.7006,9.3560e+08
0.055676,0.408000,1193.9521,9.7408e+08
0.055676,0.410152,1197.8945,9.9114e+08
0.055676,0.413749,1204.4799,1.0196e+09
0.055676,0.418717,1213.5325,1.0602e+09
0.055676,0.423722,1222.6217,1.1020e+09
0.055676,0.428721,1231.6666,1.1445e+09
0.055676,0.433713,1240.6464,1.1884e+09
0.055676,0.435864,1244.5147,1.2074e+09
0.055676,0.439397,1250.8316,1.2395e+09
0.055676,0.444358,1259.6872,1.2849e+09
0.055676,0.449329,1268.5155,1.3316e+09
0.055676,0.454292,1277.2908,1.3792e+09
0.055676,0.459248,1286.0247,1.4275e+09
0.055676,0.461535,1290.0344,1.4502e+09
0.055676,0.464876,1295.8934,1.4835e+09
0.055676,0.469814,1304.5051,1.5338e+09
0.055676,0.474747,1313.0790,1.5848e+09
0.055676,0.479671,1321.6049,1.6364e+09
0.055676,0.484588,1330.0693,1.6891e+09
0.055676,0.487130,1334.4406,1.7164e+09
0.055676,0.490199,1339.6934,1.7500e+09
0.055676,0.495068,1348.0126,1.8035e+09
0.055676,0.499959,1356.3195,1.8584e+09
0.055676,0.504842,1364.5865,1.9137e+09
0.055676,0.509716,1372.8058,1.9696e+09
0.055676,0.512611,1377.6632,2.0032e+09
0.055676,0.515387,1382.3132,2.0356e+09
0.055676,0.520103,1390.1915,2.0911e+09
0.055676,0.524951,1398.2574,2.1487e+09
0.055676,0.529789,1406.2625,2.2069e+09
0.055676,0.534619,1414.2307,2.2653e+09
0.055676,0.537938,1419.6792,2.3059e+09
0.055676,0.540464,1423.8244,2.3368e+09
0.055676,0.544909,1431.0791,2.3918e+09
0.055676,0.549711,1438.8977,2.4513e+09
0.055676,0.554503,1446.6581,2.5113e+09
0.055676,0.559286,1454.3721,2.5715e+09
0.055676,0.563072,1460.4614,2.6193e+09
0.055676,0.565459,1464.2853,2.6496e+09
0.055676,0.569476,1470.7024,2.7007e+09
0.055676,0.574230,1478.2714,2.7614e+09
0.055676,0.578975,1485.8006,2.8221e+09
0.055676,0.583711,1493.2681,2.8829e+09
0.055676,0.587972,1499.9734,2.9376e+09
0.055676,0.590405,1503.7826,2.9689e+09
0.055676,0.593799,1509.0942,3.0125e+09
0.055676,0.598506,1516.4217,3.0730e+09
0.055676,0.603204,1523.7161,3.1333e+09
0.055676,0.607892,1530.9557,3.1934e+09
0.055676,0.612571,1538.1531,3.2531e+09
0.055676,0.615338,1542.3973,3.2884e+09
0.055676,0.617911,1546.3388,3.3211e+09
0.055676,0.622540,1553.3904,3.3796e+09
0.055676,0.627191,1560.4539,3.4381e+09
0.055676,0.631834,1567.4798,3.4961e+09
0.055676,0.636467,1574.4503,3.5533e+09
0.055676,0.640084,1579.8838,3.5978e+09
0.055676,0.642402,1583.3463,3.6259e+09
0.055676,0.646339,1589.2258,3.6735e+09
0.055676,0.650947,1596.0681,3.7283e+09
0.055676,0.655546,1602.8792,3.7825e+09
0.055676,0.660137,1609.6446,3.8355e+09
0.055676,0.664532,1616.0930,3.8853e+09
0.055676,0.666932,1619.6078,3.9122e+09
0.055676,0.669920,1623.9706,3.9452e+09
0.055676,0.674488,1630.6136,3.9946e+09
0.055676,0.679048,1637.2156,4.0424e+09
0.055676,0.683601,1643.7868,4.0893e+09
0.055676,0.688147,1650.3131,4.1341e+09
0.055676,0.691522,1655.1409,4.1665e+09
0.055676,0.693848,1658.4594,4.1882e+09
0.055676,0.697841,1664.1414,4.2246e+09
0.055676,0.702369,1670.5571,4.2640e+09
0.055676,0.706891,1676.9321,4.3011e+09
0.055676,0.711408,1683.2783,4.3364e+09
0.055676,0.715856,1689.4994,4.3689e+09
0.055676,0.718037,1692.5353,4.3837e+09
0.055676,0.721046,1696.7171,4.4034e+09
0.055676,0.725551,1702.9541,4.4306e+09
0.055676,0.730054,1709.1627,4.4555e+09
0.055676,0.734553,1715.3337,4.4770e+09
0.055676,0.739051,1721.4714,4.4950e+09
0.055676,0.742610,1726.3130,4.5076e+09
0.055676,0.744797,1729.2734,4.5136e+09
0.055676,0.748658,1734.4917,4.5231e+09
0.055676,0.753155,1740.5379,4.5304e+09
0.055676,0.757652,1746.5502,4.5330e+09
0.055676,0.762152,1752.5366,4.5317e+09
0.055676,0.766654,1758.4971,4.5261e+09
0.055676,0.769015,1761.6085,4.5211e+09
0.055676,0.771892,1765.3903,4.5134e+09
0.055676,0.776288,1771.1428,4.4978e+09
0.055676,0.780805,1777.0164,4.4757e+09
0.055676,0.785325,1782.8582,4.4477e+09
0.055676,0.789845,1788.6662,4.4137e+09
0.055676,0.793744,1793.6462,4.3793e+09
0.055676,0.795655,1796.0808,4.3612e+09
0.055676,0.799503,1800.9534,4.3196e+09
0.055676,0.804022,1806.6436,4.2645e+09
0.055676,0.808540,1812.2931,4.2020e+09
0.055676,0.813057,1817.9012,4.1317e+09
0.055676,0.817574,1823.4674,4.0533e+09
0.055676,0.820168,1826.6450,4.0044e+09
0.055676,0.822860,1829.9301,3.9512e+09
0.055676,0.827226,1835.2177,3.8571e+09
0.055676,0.831742,1840.6417,3.7502e+09
0.055676,0.836258,1846.0173,3.6341e+09
0.055676,0.840772,1851.3438,3.5086e+09
0.055676,0.844998,1856.2870,3.3825e+09
0.055676,0.846507,1858.0374,3.3347e+09
0.055676,0.850411,1862.5445,3.2071e+09
0.055676,0.854918,1867.7009,3.0509e+09
0.055676,0.859421,1872.7936,2.8843e+09
0.055676,0.863918,1877.8271,2.7090e+09
0.055676,0.868408,1882.7967,2.5252e+09
0.055676,0.871367,1886.0398,2.3996e+09
0.055676,0.873629,1888.5041,2.3016e+09
0.055676,0.877974,1893.1985,2.1089e+09
0.055676,0.882435,1897.9693,1.9064e+09
0.055676,0.886888,1902.6866,1.7020e+09
0.055676,0.891331,1907.3609,1.4983e+09
0.055676,0.895766,1912.0050,1.2988e+09
0.055676,0.897364,1913.6777,1.2284e+09
0.055676,0.900798,1917.2777,1.0814e+09
0.055676,0.905221,1921.9482,9.0322e+08
0.055676,0.909644,1926.7004,7.4133e+08
0.055676,0.914073,1931.6021,5.9940e+08
0.055676,0.918510,1936.7510,4.8046e+08
0.055676,0.922524,1941.7115,3.9362e+08
0.055676,0.923597,1943.1036,3.7371e+08
0.055676,0.928026,1949.2273,3.0477e+08
0.055676,0.932480,1956.1916,2.5377e+08
0.055676,0.936927,1964.3053,2.1528e+08
0.055676,0.941375,1974.0068,1.8336e+08
0.055676,0.945828,1985.9257,1.5421e+08
0.055676,0.948598,1994.7102,1.3692e+08
0.055676,0.950892,2002.8125,1.2319e+08
0.055676,0.955341,2020.6113,9.8777e+07
0.055676,0.959782,2040.3028,7.8013e+07
0.055676,0.964226,2060.6310,6.0810e+07
0.055676,0.968680,2080.7133,4.6570e+07
0.055676,0.973134,2100.1980,3.4748e+07
0.055676,0.974510,2106.0940,3.1520e+07
0.055676,0.978184,2121.5014,2.3853e+07
0.055676,0.982624,2139.6320,1.6159e+07
0.055676,0.987052,2157.2688,1.0042e+07
0.055676,0.991437,2174.3062,5.3996e+06
0.055676,0.995759,2190.8015,2.1050e+06
0.055676,1.000000,2206.8558,4.6655e+04
0.058689,0.000000,300.0000,-1.3773e+01
0.058689,0.005275,312.8592,8.0394e+03
0.058689,0.010489,326.8034,3.6102e+04
0.058689,0.015716,340.6441,8.6182e+04
0.058689,0.020951,354.3707,1.5984e+05
0.058689,0.025009,364.9347,2.3448e+05
0.058689,0.027057,370.2352,2.8041e+05
0.058689,0.032146,383.3563,4.1205e+05
0.058689,0.037387,396.7684,5.8704e+05
0.058689,0.042627,410.0845,8.1050e+05
0.058689,0.047866,423.3084,1.0944e+06
0.058689,0.050886,430.8948,1.2897e+06
0.058689,0.053972,438.6186,1.5173e+06
0.058689,0.059054,451.2826,1.9554e+06
0.058689,0.064287,464.2377,2.5244e+06
0.058689,0.069518,477.1167,3.2108e+06
0.058689,0.074746,489.9216,4.0326e+06
0.058689,0.076901,495.1765,4.4208e+06
0.058689,0.080697,504.4026,5.1728e+06
0.058689,0.085910,517.0107,6.3593e+06
0.058689,0.091131,529.5686,7.7370e+06
0.058689,0.096350,542.0523,9.3164e+06
0.058689,0.100924,552.9402,1.0873e+07
0.058689,0.103416,558.8509,1.1790e+07
0.058689,0.107493,568.4833,1.3413e+07
0.058689,0.112705,580.7430,1.5684e+07
0.058689,0.117914,592.9341,1.8184e+07
0.058689,0.123122,605.0532,2.0938e+07
0.058689,0.127171,614.4369,2.3234e+07
0.058689,0.129784,620.4696,2.4803e+07
0.058689,0.134241,630.7194,2.7645e+07
0.058689,0.139442,642.6371,3.1124e+07
0.058689,0.144641,654.4971,3.4820e+07
0.058689,0.149837,666.2757,3.8836e+07
0.058689,0.153517,674.5933,4.1781e+07
0.058689,0.155986,680.1493,4.3854e+07
0.058689,0.160933,691.2699,4.8081e+07
0.058689,0.166123,702.8702,5.2803e+07
0.058689,0.171311,714.4138,5.7745e+07
0.058689,0.176374,725.6208,6.2822e+07
0.058689,0.179721,733.0065,6.6284e+07
0.058689,0.182388,738.8720,6.9130e+07
0.058689,0.187569,750.2329,7.4810e+07
0.058689,0.192748,761.5329,8.0751e+07
0.058689,0.197925,772.7773,8.6938e+07
0.058689,0.202864,783.4606,9.3076e+07
0.058689,0.205660,789.4912,9.6641e+07
0.058689,0.208978,796.6229,1.0100e+08
0.058689,0.214147,807.6994,1.0800e+08
0.058689,0.219314,818.7195,1.1530e+08
0.058689,0.224479,829.6863,1.2292e+08
0.058689,0.229417,840.1279,1.3051e+08
0.058689,0.231468,844.4501,1.3376e+08
0.058689,0.235507,852.9442,1.4031e+08
0.058689,0.240664,863.7493,1.4900e+08
0.058689,0.245818,874.5035,1.5808e+08
0.058689,0.250970,885.2072,1.6757e+08
0.058689,0.256018,895.6519,1.7730e+08
0.058689,0.257151,897.9915,1.7952e+08
0.058689,0.261969,907.9096,1.8932e+08
0.058689,0.267112,918.4562,2.0025e+08
0.058689,0.272252,928.9534,2.1169e+08
0.058689,0.277390,939.4016,2.2367e+08
0.058689,0.281955,948.6502,2.3478e+08
0.058689,0.283226,951.2194,2.3795e+08
0.058689,0.288356,961.5628,2.5115e+08
0.058689,0.293484,971.8579,2.6495e+08
0.058689,0.298608,982.1051,2.7939e+08
0.058689,0.303729,992.3047,2.9448e+08
0.058689,0.307472,999.7403,3.0586e+08
0.058689,0.309545,1003.8396,3.1247e+08
0.058689,0.314658,1013.9293,3.2914e+08
0.058689,0.319767,1023.9644,3.4663e+08
0.058689,0.324873,1033.9901,3.6414e+08
0.058689,0.329974,1043.9412,3.8297e+08
0.058689,0.333069,1049.9564,3.9484e+08
0.058689,0.335768,1055.1964,4.0530e+08
0.058689,0.340861,1065.0441,4.2583e+08
0.058689,0.345949,1074.8453,4.4716e+08
0.058689,0.351033,1084.6002,4.6929e+08
0.058689,0.356112,1094.3090,4.9222e+08
0.058689,0.358729,1099.2914,5.0447e+08
0.058689,0.361904,1105.3301,5.1947e+08
0.058689,0.366950,1114.8888,5.4418e+08
0.058689,0.372014,1124.4396,5.6999e+08
0.058689,0.377073,1133.9446,5.9662e+08
0.058689,0.382127,1143.4041,6.2409e+08
0.058689,0.384432,1147.7039,6.3696e+08
0.058689,0.387920,1154.1996,6.5672e+08
0.058689,0.392907,1163.4553,6.8577e+08
0.058689,0.397944,1172.7554,7.1623e+08
0.058689,0.402975,1182.0103,7.4751e+08
0.058689,0.408000,1191.2205,7.7960e+08
0.058689,0.410152,1195.1512,7.9373e+08
0.058689,0.413749,1201.7114,8.1747e+08
0.058689,0.418717,1210.7322,8.5131e+08
0.058689,0.423722,1219.7821,8.8637e+08
0.058689,0.428721,1228.7877,9.2220e+08
0.058689,0.433713,1237.7494,9.5878e+08
0.058689,0.435864,1241.5896,9.7506e+08
0.058689,0.439397,1247.8969,1.0018e+09
0.058689,0.444358,1256.7129,1.0404e+09
0.058689,0.449329,1265.5145,1.0797e+09
0.058689,0.454292,1274.2728,1.1198e+09
0.058689,0.459248,1282.9675,1.1611e+09
