Z,c,T_K,qdot_Jm3s
0.043432,0.569476,1363.4861,1.8295e+09
0.043432,0.574230,1370.6837,1.8782e+09
0.043432,0.578975,1377.8439,1.9272e+09
0.043432,0.583711,1384.9690,1.9764e+09
0.043432,0.587972,1391.3502,2.0211e+09
0.043432,0.590405,1394.9919,2.0467e+09
0.043432,0.593799,1400.0464,2.0826e+09
0.043432,0.598506,1407.0459,2.1326e+09
0.043432,0.603204,1414.0062,2.1828e+09
0.043432,0.607892,1420.9201,2.2331e+09
0.043432,0.612571,1427.8013,2.2833e+09
0.043432,0.615338,1431.8567,2.3131e+09
0.043432,0.617911,1435.6265,2.3408e+09
0.043432,0.622540,1442.3735,2.3906e+09
0.043432,0.627191,1449.1337,2.4406e+09
0.043432,0.631834,1455.8608,2.4904e+09
0.043432,0.636467,1462.5435,2.5399e+09
0.043432,0.640084,1467.7440,2.5783e+09
0.043432,0.642402,1471.0701,2.6029e+09
0.043432,0.646339,1476.7056,2.6443e+09
0.043432,0.650947,1483.2804,2.6925e+09
0.043432,0.655546,1489.8112,2.7398e+09
0.043432,0.660137,1496.3105,2.7865e+09
0.043432,0.664532,1502.5149,2.8307e+09
0.043432,0.666932,1505.8866,2.8542e+09
0.043432,0.669920,1510.0827,2.8835e+09
0.043432,0.674488,1516.4706,2.9272e+09
0.043432,0.679048,1522.8282,2.9698e+09
0.043432,0.683601,1529.1549,3.0113e+09
0.043432,0.688147,1535.4398,3.0509e+09
0.043432,0.691522,1540.0923,3.0795e+09
0.043432,0.693848,1543.2923,3.0987e+09
0.043432,0.697841,1548.7685,3.1306e+09
0.043432,0.702369,1554.9600,3.1652e+09
0.043432,0.706891,1561.1144,3.1974e+09
0.043432,0.711408,1567.2376,3.2273e+09
0.043432,0.715856,1573.2455,3.2546e+09
0.043432,0.718037,1576.1821,3.2672e+09
0.043432,0.721046,1580.2254,3.2833e+09
0.043432,0.725551,1586.2598,3.3055e+09
0.043432,0.730054,1592.2611,3.3240e+09
0.043432,0.734553,1598.2334,3.3392e+09
0.043432,0.739051,1604.1795,3.3509e+09
0.043432,0.742610,1608.8689,3.3579e+09
0.043432,0.744797,1611.7397,3.3604e+09
0.043432,0.748658,1616.7962,3.3631e+09
0.043432,0.753155,1622.6610,3.3621e+09
0.043432,0.757652,1628.5012,3.3565e+09
0.043432,0.762152,1634.3172,3.3458e+09
0.043432,0.766654,1640.1087,3.3295e+09
0.043432,0.769015,1643.1310,3.3180e+09
0.043432,0.771892,1646.8117,3.3032e+09
0.043432,0.776288,1652.4086,3.2749e+09
0.043432,0.780805,1658.1314,3.2393e+09
0.043432,0.785325,1663.8292,3.1968e+09
0.043432,0.789845,1669.4990,3.1471e+09
0.043432,0.793744,1674.3663,3.0984e+09
0.043432,0.795655,1676.7435,3.0720e+09
0.043432,0.799503,1681.5152,3.0153e+09
0.043432,0.804022,1687.0940,2.9414e+09
0.043432,0.808540,1692.6429,2.8592e+09
0.043432,0.813057,1698.1599,2.7678e+09
0.043432,0.817574,1703.6503,2.6681e+09
0.043432,0.820168,1706.7914,2.6069e+09
0.043432,0.822860,1710.0423,2.5405e+09
0.043432,0.827226,1715.2946,2.4264e+09
0.043432,0.831742,1720.7066,2.3002e+09
0.043432,0.836258,1726.0975,2.1665e+09
0.043432,0.840772,1731.4697,2.0254e+09
0.043432,0.844998,1736.4907,1.8881e+09
0.043432,0.846507,1738.2821,1.8380e+09
0.043432,0.850411,1742.9163,1.7062e+09
0.043432,0.854918,1748.2748,1.5515e+09
0.043432,0.859421,1753.6500,1.3961e+09
0.043432,0.863918,1759.0559,1.2426e+09
0.043432,0.868408,1764.5123,1.0937e+09
0.043432,0.871367,1768.1530,9.9937e+08
0.043432,0.873629,1770.9672,9.2986e+08
0.043432,0.877974,1776.4680,8.0438e+08
0.043432,0.882435,1782.2852,6.8856e+08
0.043432,0.886888,1788.3096,5.8797e+08
0.043432,0.891331,1794.6027,5.0365e+08
0.043432,0.895766,1801.2325,4.3540e+08
0.043432,0.897364,1803.7219,4.1447e+08
0.043432,0.900798,1809.2746,3.7541e+08
0.043432,0.905221,1816.8960,3.3541e+08
0.043432,0.909644,1825.1168,3.0400e+08
0.043432,0.914073,1834.0261,2.7808e+08
0.043432,0.918510,1843.7332,2.5511e+08
0.043432,0.922524,1853.2532,2.3537e+08
0.043432,0.923597,1855.9159,2.3014e+08
0.043432,0.928026,1867.5483,2.0850e+08
0.043432,0.932480,1880.2106,1.8658e+08
0.043432,0.936927,1893.8095,1.6475e+08
0.043432,0.941375,1908.3610,1.4338e+08
0.043432,0.945828,1923.7420,1.2292e+08
0.043432,0.948598,1933.6297,1.1085e+08
0.043432,0.950892,1941.9472,1.0132e+08
0.043432,0.955341,1958.2780,8.4186e+07
0.043432,0.959782,1974.5952,6.8959e+07
0.043432,0.964226,1990.7207,5.5603e+07
0.043432,0.968680,2006.5499,4.4021e+07
0.043432,0.973134,2022.0058,3.4040e+07
0.043432,0.974510,2026.7017,3.1263e+07
0.043432,0.978184,2039.0494,2.4508e+07
0.043432,0.982624,2053.6457,1.7490e+07
0.043432,0.987052,2067.8716,1.1649e+07
0.043432,0.991437,2081.6512,6.8863e+06
0.043432,0.995759,2094.9577,3.0508e+06
0.043432,1.000000,2107.6876,-1.2712e+03
0.046523,0.000000,300.0000,-2.7408e+02
0.046523,0.005275,312.1231,8.0778e+03
0.046523,0.010489,324.6185,3.4573e+04
0.046523,0.015716,337.0364,8.1055e+04
0.046523,0.020951,349.3876,1.4897e+05
0.046523,0.025009,358.9174,2.1754e+05
0.046523,0.027057,363.7120,2.5833e+05
0.046523,0.032146,375.5946,3.7633e+05
0.046523,0.037387,387.7749,5.3324e+05
0.046523,0.042627,399.9042,7.2900e+05
0.046523,0.047866,411.9810,9.7424e+05
0.046523,0.050886,418.9220,1.1418e+06
0.046523,0.053972,425.9986,1.3358e+06
0.046523,0.059054,437.6206,1.7068e+06
0.046523,0.064287,449.5385,2.1861e+06
0.046523,0.069518,461.4086,2.7671e+06
0.046523,0.074746,473.2306,3.4672e+06
0.046523,0.076901,478.0912,3.7943e+06
0.046523,0.080697,486.6354,4.4268e+06
0.046523,0.085910,498.3280,5.4540e+06
0.046523,0.091131,509.9935,6.6640e+06
0.046523,0.096350,521.6092,8.0715e+06
0.046523,0.100924,531.7524,9.4896e+06
0.046523,0.103416,537.2649,1.0332e+07
0.046523,0.107493,546.2602,1.1823e+07
0.046523,0.112705,557.7190,1.3959e+07
0.046523,0.117914,569.1297,1.6343e+07
0.046523,0.123122,580.4899,1.9004e+07
0.046523,0.127171,589.2945,2.1254e+07
0.046523,0.129784,594.9587,2.2814e+07
0.046523,0.134241,604.6021,2.5615e+07
0.046523,0.139442,615.8077,2.9187e+07
0.046523,0.144641,626.9588,3.3088e+07
0.046523,0.149837,638.0752,3.7191e+07
0.046523,0.153517,645.9134,4.0343e+07
0.046523,0.155986,651.1707,4.2457e+07
0.046523,0.160933,661.6532,4.7094e+07
0.046523,0.166123,672.6211,5.2159e+07
0.046523,0.171311,683.5419,5.7533e+07
0.046523,0.176374,694.1626,6.3060e+07
0.046523,0.179721,701.1572,6.6917e+07
0.046523,0.182388,706.7191,7.0071e+07
0.046523,0.187569,717.4918,7.6426e+07
0.046523,0.192748,728.2196,8.3073e+07
0.046523,0.197925,738.9024,9.0015e+07
0.046523,0.202864,749.0574,9.6923e+07
0.046523,0.205660,754.7858,1.0098e+08
0.046523,0.208978,761.5670,1.0591e+08
0.046523,0.214147,772.0984,1.1385e+08
0.046523,0.219314,782.6038,1.2197e+08
0.046523,0.224479,793.0542,1.3052e+08
0.046523,0.229417,803.0083,1.3900e+08
0.046523,0.231468,807.1341,1.4259e+08
0.046523,0.235507,815.2349,1.4989e+08
0.046523,0.240664,825.5464,1.5952e+08
0.046523,0.245818,835.8140,1.6952e+08
0.046523,0.250970,846.0379,1.7991e+08
0.046523,0.256018,856.0185,1.9051e+08
0.046523,0.257151,858.2555,1.9291e+08
0.046523,0.261969,867.7374,2.0352e+08
0.046523,0.267112,877.8243,2.1528e+08
0.046523,0.272252,887.8681,2.2751e+08
0.046523,0.277390,897.8689,2.4025e+08
0.046523,0.281955,906.7250,2.5200e+08
0.046523,0.283226,909.1850,2.5535e+08
0.046523,0.288356,919.0935,2.6923e+08
0.046523,0.293484,928.9596,2.8368e+08
0.046523,0.298608,938.7834,2.9872e+08
0.046523,0.303729,948.5653,3.1436e+08
0.046523,0.307472,955.6932,3.2622e+08
0.046523,0.309545,959.6308,3.3296e+08
0.046523,0.314658,969.3207,3.5000e+08
0.046523,0.319767,978.9441,3.6818e+08
0.046523,0.324873,988.5603,3.8634e+08
0.046523,0.329974,998.1113,4.0572e+08
0.046523,0.333069,1003.8899,4.1782e+08
0.046523,0.335768,1008.9293,4.2837e+08
0.046523,0.340861,1018.4024,4.4908e+08
0.046523,0.345949,1027.8173,4.7093e+08
0.046523,0.351033,1037.2241,4.9276e+08
0.046523,0.356112,1046.5616,5.1611e+08
0.046523,0.358729,1051.3614,5.2840e+08
0.046523,0.361904,1057.1676,5.4375e+08
0.046523,0.366950,1066.3708,5.6877e+08
0.046523,0.372014,1075.5756,5.9471e+08
0.046523,0.377073,1084.7390,6.2147e+08
0.046523,0.382127,1093.8489,6.4940e+08
0.046523,0.384432,1097.9973,6.6232e+08
0.046523,0.387920,1104.2528,6.8247e+08
0.046523,0.392907,1113.1755,7.1191e+08
0.046523,0.397944,1122.1549,7.4248e+08
0.046523,0.402975,1131.0858,7.7411e+08
0.046523,0.408000,1139.9686,8.0678e+08
0.046523,0.410152,1143.7707,8.2088e+08
0.046523,0.413749,1150.0935,8.4525e+08
0.046523,0.418717,1158.8107,8.7943e+08
0.046523,0.423722,1167.5576,9.1490e+08
0.046523,0.428721,1176.2537,9.5150e+08
0.046523,0.433713,1184.9100,9.8888e+08
0.046523,0.435864,1188.6287,1.0053e+09
0.046523,0.439397,1194.7274,1.0326e+09
0.046523,0.444358,1203.2571,1.0718e+09
0.046523,0.449329,1211.7665,1.1123e+09
0.046523,0.454292,1220.2367,1.1534e+09
0.046523,0.459248,1228.6637,1.1954e+09
0.046523,0.461535,1232.5336,1.2153e+09
0.046523,0.464876,1238.1819,1.2445e+09
0.046523,0.469814,1246.5032,1.2885e+09
0.046523,0.474747,1254.7887,1.3332e+09
0.046523,0.479671,1263.0199,1.3790e+09
0.046523,0.484588,1271.2063,1.4256e+09
0.046523,0.487130,1275.4296,1.4499e+09
0.046523,0.490199,1280.5144,1.4797e+09
0.046523,0.495068,1288.5581,1.5276e+09
0.046523,0.499959,1296.5997,1.5767e+09
0.046523,0.504842,1304.6029,1.6264e+09
0.046523,0.509716,1312.5617,1.6768e+09
0.046523,0.512611,1317.2670,1.7072e+09
0.046523,0.515387,1321.7730,1.7365e+09
0.046523,0.520103,1329.4064,1.7870e+09
0.046523,0.524951,1337.2284,1.8393e+09
0.046523,0.529789,1344.9903,1.8926e+09
0.046523,0.534619,1352.7160,1.9463e+09
0.046523,0.537938,1358.0077,1.9836e+09
0.046523,0.540464,1362.0282,2.0121e+09
0.046523,0.544909,1369.0725,2.0629e+09
0.046523,0.549711,1376.6587,2.1181e+09
0.046523,0.554503,1384.2070,2.1737e+09
0.046523,0.559286,1391.6965,2.2300e+09
0.046523,0.563072,1397.6137,2.2746e+09
0.046523,0.565459,1401.3277,2.3030e+09
0.046523,0.569476,1407.5776,2.3508e+09
0.046523,0.574230,1414.9319,2.4080e+09
0.046523,0.578975,1422.2502,2.4652e+09
0.046523,0.583711,1429.5304,2.5225e+09
0.046523,0.587972,1436.0445,2.5744e+09
0.046523,0.590405,1439.7631,2.6040e+09
0.046523,0.593799,1444.9256,2.6454e+09
0.046523,0.598506,1452.0751,2.7030e+09
0.046523,0.603204,1459.1684,2.7604e+09
0.046523,0.607892,1466.2271,2.8177e+09
0.046523,0.612571,1473.2486,2.8748e+09
0.046523,0.615338,1477.3797,2.9084e+09
0.046523,0.617911,1481.2180,2.9396e+09
0.046523,0.622540,1488.0999,2.9956e+09
0.046523,0.627191,1494.9966,3.0516e+09
0.046523,0.631834,1501.8387,3.1069e+09
0.046523,0.636467,1508.6482,3.1617e+09
0.046523,0.640084,1513.9465,3.2041e+09
0.046523,0.642402,1517.3333,3.2310e+09
0.046523,0.646339,1523.0663,3.2762e+09
0.046523,0.650947,1529.7522,3.3284e+09
0.046523,0.655546,1536.4055,3.3798e+09
0.046523,0.660137,1543.0110,3.4297e+09
0.046523,0.664532,1549.3124,3.4764e+09
0.046523,0.666932,1552.7462,3.5015e+09
0.046523,0.669920,1557.0087,3.5322e+09
0.046523,0.674488,1563.5030,3.5780e+09
0.046523,0.679048,1569.9551,3.6217e+09
0.046523,0.683601,1576.3751,3.6640e+09
0.046523,0.688147,1582.7631,3.7045e+09
0.046523,0.691522,1587.4777,3.7325e+09
0.046523,0.693848,1590.7279,3.7518e+09
0.046523,0.697841,1596.2776,3.7824e+09
0.046523,0.702369,1602.5527,3.8155e+09
0.046523,0.706891,1608.7951,3.8460e+09
0.046523,0.711408,1614.9952,3.8727e+09
0.046523,0.715856,1621.0768,3.8963e+09
0.046523,0.718037,1624.0511,3.9071e+09
0.046523,0.721046,1628.1406,3.9199e+09
0.046523,0.725551,1634.2447,3.9368e+09
0.046523,0.730054,1640.3138,3.9495e+09
0.046523,0.734553,1646.3482,3.9575e+09
0.046523,0.739051,1652.3534,3.9613e+09
0.046523,0.742610,1657.0878,3.9614e+09
0.046523,0.744797,1659.9842,3.9594e+09
0.046523,0.748658,1665.0852,3.9535e+09
0.046523,0.753155,1670.9981,3.9416e+09
0.046523,0.757652,1676.8825,3.9241e+09
0.046523,0.762152,1682.7366,3.9000e+09
0.046523,0.766654,1688.5618,3.8690e+09
0.046523,0.769015,1691.6016,3.8497e+09
0.046523,0.771892,1695.3017,3.8249e+09
0.046523,0.776288,1700.9213,3.7798e+09
0.046523,0.780805,1706.6638,3.7259e+09
0.046523,0.785325,1712.3765,3.6639e+09
0.046523,0.789845,1718.0546,3.5931e+09
0.046523,0.793744,1722.9242,3.5251e+09
0.046523,0.795655,1725.2985,3.4883e+09
0.046523,0.799503,1730.0654,3.4110e+09
0.046523,0.804022,1735.6316,3.3115e+09
0.046523,0.808540,1741.1619,3.2025e+09
0.046523,0.813057,1746.6532,3.0832e+09
0.046523,0.817574,1752.1085,2.9539e+09
0.046523,0.820168,1755.2267,2.8754e+09
0.046523,0.822860,1758.4510,2.7907e+09
0.046523,0.827226,1763.6531,2.6460e+09
0.046523,0.831742,1769.0059,2.4877e+09
0.046523,0.836258,1774.3294,2.3214e+09
0.046523,0.840772,1779.6264,2.1480e+09
0.046523,0.844998,1784.5709,1.9808e+09
0.046523,0.846507,1786.3339,1.9203e+09
0.046523,0.850411,1790.8918,1.7623e+09
0.046523,0.854918,1796.1600,1.5792e+09
0.046523,0.859421,1801.4450,1.3983e+09
0.046523,0.863918,1806.7659,1.2229e+09
0.046523,0.868408,1812.1487,1.0565e+09
0.046523,0.871367,1815.7521,9.5346e+08
0.046523,0.873629,1818.5448,8.7875e+08
0.046523,0.877974,1824.0335,7.4754e+08
0.046523,0.882435,1829.8835,6.3075e+08
0.046523,0.886888,1836.0075,5.3372e+08
0.046523,0.891331,1842.4900,4.5627e+08
0.046523,0.895766,1849.4207,3.9635e+08
0.046523,0.897364,1852.0529,3.7847e+08
0.046523,0.900798,1857.9796,3.4546e+08
0.046523,0.905221,1866.2402,3.1146e+08
0.046523,0.909644,1875.3148,2.8349e+08
0.046523,0.914073,1885.3334,2.5843e+08
0.046523,0.918510,1896.4455,2.3435e+08
0.046523,0.922524,1907.4776,2.1268e+08
0.046523,0.923597,1910.6358,2.0688e+08
0.046523,0.928026,1924.2731,1.8305e+08
0.046523,0.932480,1939.1988,1.5965e+08
0.046523,0.936927,1955.1652,1.3742e+08
0.046523,0.941375,1971.9231,1.1684e+08
0.046523,0.945828,1989.1533,9.8263e+07
0.046523,0.948598,1999.9411,8.7797e+07
0.046523,0.950892,2008.8429,7.9743e+07
0.046523,0.955341,2025.9210,6.5677e+07
0.046523,0.959782,2042.5980,5.3566e+07
0.046523,0.964226,2058.8758,4.3093e+07
0.046523,0.968680,2074.7757,3.4092e+07
0.046523,0.973134,2090.2659,2.6404e+07
0.046523,0.974510,2094.9786,2.4271e+07
0.046523,0.978184,2107.4042,1.9068e+07
0.046523,0.982624,2122.1287,1.3687e+07
0.046523,0.987052,2136.5078,9.2133e+06
0.046523,0.991437,2150.4832,5.4977e+06
0.046523,0.995759,2164.0093,2.4715e+06
0.046523,1.000000,2176.9385,4.3853e+02
0.049593,0.000000,300.0000,2.5891e+01
0.049593,0.005275,312.6069,1.0915e+04
0.049593,0.010489,325.7309,4.6680e+04
0.049593,0.015716,338.7744,1.0835e+05
0.049593,0.020951,351.7402,1.9925e+05
0.049593,0.025009,361.7424,2.9024e+05
0.049593,0.027057,366.7731,3.4457e+05
0.049593,0.032146,379.2263,5.0783e+05
0.049593,0.037387,391.9886,7.2203e+05
0.049593,0.042627,404.6904,9.9273e+05
0.049593,0.047866,417.3312,1.3357e+06
0.049593,0.050886,424.5928,1.5735e+06
0.049593,0.053972,431.9943,1.8504e+06
0.049593,0.059054,444.1444,2.3868e+06
0.049593,0.064287,456.6019,3.0720e+06
0.049593,0.069518,468.9990,3.9202e+06
0.049593,0.074746,481.3449,4.9286e+06
0.049593,0.076901,486.4167,5.4105e+06
0.049593,0.080697,495.3288,6.3452e+06
0.049593,0.085910,507.5221,7.8266e+06
0.049593,0.091131,519.6824,9.5565e+06
0.049593,0.096350,531.7859,1.1548e+07
0.049593,0.100924,542.3496,1.3544e+07
0.049593,0.103416,548.0894,1.4721e+07
0.049593,0.107493,557.4524,1.6795e+07
0.049593,0.112705,569.3766,1.9730e+07
0.049593,0.117914,581.2460,2.2977e+07
0.049593,0.123122,593.0562,2.6578e+07
0.049593,0.127171,602.2062,2.9603e+07
0.049593,0.129784,608.0938,3.1664e+07
0.049593,0.134241,618.1027,3.5429e+07
0.049593,0.139442,629.7519,4.0005e+07
0.049593,0.144641,641.3271,4.5074e+07
0.049593,0.149837,652.8593,5.0417e+07
0.049593,0.153517,661.0016,5.4380e+07
0.049593,0.155986,666.4501,5.7131e+07
0.049593,0.160933,677.3264,6.2969e+07
0.049593,0.166123,688.7044,6.9329e+07
0.049593,0.171311,700.0238,7.6085e+07
0.049593,0.176374,711.0230,8.3016e+07
0.049593,0.179721,718.2691,8.7786e+07
0.049593,0.182388,724.0281,9.1693e+07
0.049593,0.187569,735.1833,9.9512e+07
0.049593,0.192748,746.2884,1.0766e+08
0.049593,0.197925,757.3434,1.1614e+08
0.049593,0.202864,767.8491,1.2456e+08
0.049593,0.205660,773.7753,1.2949e+08
0.049593,0.208978,780.7944,1.3543e+08
0.049593,0.214147,791.6910,1.4502e+08
0.049593,0.219314,802.5387,1.5498e+08
0.049593,0.224479,813.3378,1.6532e+08
0.049593,0.229417,823.6220,1.7558e+08
0.049593,0.231468,827.8790,1.7997e+08
0.049593,0.235507,836.2478,1.8879e+08
0.049593,0.240664,846.8951,2.0045e+08
0.049593,0.245818,857.4947,2.1257e+08
0.049593,0.250970,868.0469,2.2518e+08
0.049593,0.256018,878.3465,2.3803e+08
0.049593,0.257151,880.6499,2.4101e+08
0.049593,0.261969,890.4332,2.5388e+08
0.049593,0.267112,900.8375,2.6817e+08
0.049593,0.272252,911.1954,2.8305e+08
0.049593,0.277390,921.5065,2.9855e+08
0.049593,0.281955,930.6295,3.1297e+08
0.049593,0.283226,933.1684,3.1699e+08
0.049593,0.288356,943.3749,3.3399e+08
0.049593,0.293484,953.5355,3.5170e+08
0.049593,0.298608,963.6505,3.7013e+08
0.049593,0.303729,973.7203,3.8930e+08
0.049593,0.307472,981.0628,4.0371e+08
0.049593,0.309545,985.1105,4.1206e+08
0.049593,0.314658,995.0826,4.3290e+08
0.049593,0.319767,1005.0094,4.5457e+08
0.049593,0.324873,1014.8598,4.7772e+08
0.049593,0.329974,1024.7027,5.0086e+08
0.049593,0.333069,1030.6580,5.1529e+08
0.049593,0.335768,1035.8148,5.2875e+08
0.049593,0.340861,1045.5443,5.5416e+08
0.049593,0.345949,1055.2535,5.7986e+08
0.049593,0.351033,1064.8936,6.0715e+08
0.049593,0.356112,1074.4816,6.3555e+08
0.049593,0.358729,1079.4134,6.5039e+08
0.049593,0.361904,1085.3712,6.6907e+08
0.049593,0.366950,1094.8196,6.9931e+08
0.049593,0.372014,1104.2688,7.3059e+08
0.049593,0.377073,1113.6618,7.6313e+08
0.049593,0.382127,1123.0080,7.9669e+08
0.049593,0.384432,1127.2643,8.1217e+08
0.049593,0.387920,1133.6785,8.3636e+08
0.049593,0.392907,1142.8308,8.7152e+08
0.049593,0.397944,1152.0284,9.0828e+08
0.049593,0.402975,1161.1761,9.4615e+08
0.049593,0.408000,1170.2818,9.8488e+08
0.049593,0.410152,1174.1689,1.0019e+09
0.049593,0.413749,1180.6563,1.0305e+09
0.049593,0.418717,1189.5743,1.0712e+09
0.049593,0.423722,1198.5239,1.1133e+09
0.049593,0.428721,1207.4323,1.1562e+09
0.049593,0.433713,1216.2892,1.2002e+09
0.049593,0.435864,1220.0934,1.2195e+09
0.049593,0.439397,1226.3238,1.2517e+09
0.049593,0.444358,1235.0476,1.2977e+09
0.049593,0.449329,1243.7599,1.3445e+09
0.049593,0.454292,1252.4071,1.3927e+09
0.049593,0.459248,1261.0141,1.4417e+09
0.049593,0.461535,1264.9729,1.4646e+09
0.049593,0.464876,1270.7485,1.4983e+09
0.049593,0.469814,1279.2465,1.5492e+09
0.049593,0.474747,1287.6990,1.6010e+09
0.049593,0.479671,1296.1120,1.6534e+09
0.049593,0.484588,1304.4668,1.7069e+09
0.049593,0.487130,1308.7776,1.7347e+09
0.049593,0.490199,1313.9601,1.7689e+09
0.049593,0.495068,1322.1684,1.8234e+09
0.049593,0.499959,1330.3751,1.8792e+09
0.049593,0.504842,1338.5305,1.9357e+09
0.049593,0.509716,1346.6485,1.9927e+09
0.049593,0.512611,1351.4423,2.0271e+09
0.049593,0.515387,1356.0402,2.0601e+09
0.049593,0.520103,1363.8144,2.1169e+09
0.049593,0.524951,1371.7836,2.1758e+09
0.049593,0.529789,1379.6935,2.2354e+09
0.049593,0.534619,1387.5588,2.2954e+09
0.049593,0.537938,1392.9501,2.3369e+09
0.049593,0.540464,1397.0402,2.3687e+09
0.049593,0.544909,1404.2134,2.4250e+09
0.049593,0.549711,1411.9332,2.4863e+09
0.049593,0.554503,1419.6158,2.5478e+09
0.049593,0.559286,1427.2338,2.6097e+09
0.049593,0.563072,1433.2538,2.6589e+09
0.049593,0.565459,1437.0301,2.6900e+09
0.049593,0.569476,1443.3859,2.7425e+09
0.049593,0.574230,1450.8622,2.8049e+09
0.049593,0.578975,1458.3036,2.8673e+09
0.049593,0.583711,1465.6987,2.9297e+09
0.049593,0.587972,1472.3203,2.9859e+09
0.049593,0.590405,1476.0958,3.0181e+09
0.049593,0.593799,1481.3451,3.0628e+09
0.049593,0.598506,1488.6004,3.1249e+09
0.049593,0.603204,1495.8070,3.1866e+09
0.049593,0.607892,1502.9788,3.2481e+09
0.049593,0.612571,1510.0974,3.3091e+09
0.049593,0.615338,1514.2992,3.3450e+09
0.049593,0.617911,1518.1889,3.3782e+09
0.049593,0.622540,1525.1779,3.4378e+09
0.049593,0.627191,1532.1635,3.4970e+09
0.049593,0.631834,1539.1091,3.5555e+09
0.049593,0.636467,1546.0216,3.6133e+09
0.049593,0.640084,1551.3832,3.6575e+09
0.049593,0.642402,1554.8202,3.6859e+09
0.049593,0.646339,1560.6298,3.7330e+09
0.049593,0.650947,1567.4132,3.7877e+09
0.049593,0.655546,1574.1437,3.8405e+09
0.049593,0.660137,1580.8384,3.8922e+09
0.049593,0.664532,1587.2290,3.9407e+09
0.049593,0.666932,1590.6978,3.9660e+09
0.049593,0.669920,1595.0145,3.9975e+09
0.049593,0.674488,1601.5849,4.0438e+09
0.049593,0.679048,1608.1232,4.0886e+09
0.049593,0.683601,1614.6170,4.1309e+09
0.049593,0.688147,1621.0714,4.1708e+09
0.049593,0.691522,1625.8529,4.1997e+09
0.049593,0.693848,1629.1296,4.2178e+09
0.049593,0.697841,1634.7514,4.2488e+09
0.049593,0.702369,1641.0869,4.2801e+09
0.049593,0.706891,1647.3903,4.3088e+09
0.049593,0.711408,1653.6619,4.3347e+09
0.049593,0.715856,1659.8063,4.3565e+09
0.049593,0.718037,1662.8051,4.3656e+09
0.049593,0.721046,1666.9356,4.3771e+09
0.049593,0.725551,1673.0925,4.3907e+09
0.049593,0.730054,1679.2177,4.4004e+09
0.049593,0.734553,1685.3111,4.4059e+09
0.049593,0.739051,1691.3651,4.4057e+09
0.049593,0.742610,1696.1321,4.4017e+09
0.049593,0.744797,1699.0568,4.3985e+09
0.049593,0.748658,1704.1919,4.3878e+09
0.049593,0.753155,1710.1451,4.3706e+09
0.049593,0.757652,1716.0675,4.3473e+09
0.049593,0.762152,1721.9590,4.3175e+09
0.049593,0.766654,1727.8195,4.2807e+09
0.049593,0.769015,1730.8740,4.2576e+09
0.049593,0.771892,1734.5904,4.2279e+09
0.049593,0.776288,1740.2362,4.1758e+09
0.049593,0.780805,1746.0000,4.1139e+09
0.049593,0.785325,1751.7290,4.0432e+09
0.049593,0.789845,1757.4194,3.9632e+09
0.049593,0.793744,1762.2960,3.8869e+09
0.049593,0.795655,1764.6730,3.8461e+09
0.049593,0.799503,1769.4406,3.7598e+09
0.049593,0.804022,1775.0027,3.6492e+09
0.049593,0.808540,1780.5223,3.5285e+09
0.049593,0.813057,1785.9952,3.3964e+09
0.049593,0.817574,1791.4244,3.2537e+09
0.049593,0.820168,1794.5242,3.1672e+09
0.049593,0.822860,1797.7263,3.0739e+09
0.049593,0.827226,1802.8836,2.9142e+09
0.049593,0.831742,1808.1810,2.7398e+09
0.049593,0.836258,1813.4352,2.5562e+09
0.049593,0.840772,1818.6506,2.3647e+09
0.049593,0.844998,1823.5052,2.1798e+09
0.049593,0.846507,1825.2329,2.1127e+09
0.049593,0.850411,1829.6889,1.9373e+09
0.049593,0.854918,1834.8219,1.7334e+09
0.049593,0.859421,1839.9506,1.5313e+09
0.049593,0.863918,1845.0920,1.3344e+09
0.049593,0.868408,1850.2718,1.1470e+09
0.049593,0.871367,1853.7268,1.0303e+09
0.049593,0.873629,1856.4009,9.4587e+08
0.049593,0.877974,1861.6376,7.9633e+08
0.049593,0.882435,1867.2107,6.6321e+08
0.049593,0.886888,1873.0456,5.5268e+08
0.049593,0.891331,1879.2332,4.6454e+08
0.049593,0.895766,1885.8883,3.9701e+08
0.049593,0.897364,1888.4310,3.7705e+08
0.049593,0.900798,1894.1912,3.4047e+08
0.049593,0.905221,1902.3225,3.0327e+08
0.049593,0.909644,1911.4040,2.7289e+08
0.049593,0.914073,1921.6472,2.4572e+08
0.049593,0.918510,1933.2629,2.1957e+08
0.049593,0.922524,1945.0669,1.9618e+08
0.049593,0.923597,1948.4550,1.8999e+08
0.049593,0.928026,1963.3302,1.6490e+08
0.049593,0.932480,1979.7233,1.4105e+08
0.049593,0.936927,1997.2088,1.1926e+08
0.049593,0.941375,2015.3196,9.9914e+07
0.049593,0.945828,2033.5867,8.3049e+07
0.049593,0.948598,2044.8465,7.3744e+07
0.049593,0.950892,2054.0616,6.6679e+07
0.049593,0.955341,2071.5953,5.4473e+07
0.049593,0.959782,2088.6317,4.4029e+07
0.049593,0.964226,2105.2050,3.5136e+07
0.049593,0.968680,2121.3810,2.7522e+07
0.049593,0.973134,2137.1751,2.1077e+07
0.049593,0.974510,2141.9816,1.9304e+07
0.049593,0.978184,2154.6550,1.5022e+07
0.049593,0.982624,2169.6733,1.0652e+07
