Z,c,T_K,qdot_Jm3s
0.054529,0.032315,383.1799,5.9440e+05
0.054529,0.034826,389.5656,7.0680e+05
0.054529,0.036369,393.4801,7.8386e+05
0.054529,0.037805,397.1205,8.5783e+05
0.054529,0.040164,403.0852,9.9453e+05
0.054529,0.042644,409.3400,1.1548e+06
0.054529,0.045115,415.5548,1.3347e+06
0.054529,0.047553,421.6700,1.5324e+06
0.054529,0.048816,424.8326,1.6440e+06
0.054529,0.050376,428.7318,1.7914e+06
0.054529,0.052824,434.8384,2.0425e+06
0.054529,0.055264,440.9110,2.3234e+06
0.054529,0.057697,446.9518,2.6327e+06
0.054529,0.059955,452.5423,2.9486e+06
0.054529,0.061219,455.6692,3.1393e+06
0.054529,0.062883,459.7775,3.4030e+06
0.054529,0.065298,465.7272,3.8216e+06
0.054529,0.067708,471.6498,4.2787e+06
0.054529,0.070112,477.5446,4.7766e+06
0.054529,0.072273,482.8317,5.2608e+06
0.054529,0.073521,485.8804,5.5572e+06
0.054529,0.075239,490.0711,5.9891e+06
0.054529,0.077629,495.8880,6.6287e+06
0.054529,0.080014,501.6812,7.3171e+06
0.054529,0.082395,507.4503,8.0555e+06
0.054529,0.084517,512.5839,8.7556e+06
0.054529,0.085749,515.5572,9.1898e+06
0.054529,0.087475,519.7188,9.8090e+06
0.054529,0.089844,525.4194,1.0717e+07
0.054529,0.092210,531.0983,1.1684e+07
0.054529,0.094572,536.7559,1.2709e+07
0.054529,0.096696,541.8325,1.3680e+07
0.054529,0.097927,544.7698,1.4268e+07
0.054529,0.099615,548.7927,1.5099e+07
0.054529,0.101968,554.3882,1.6312e+07
0.054529,0.104318,559.9653,1.7585e+07
0.054529,0.106666,565.5227,1.8925e+07
0.054529,0.108816,570.6008,2.0216e+07
0.054529,0.110071,573.5616,2.0986e+07
0.054529,0.111679,577.3503,2.2004e+07
0.054529,0.114019,582.8540,2.3530e+07
0.054529,0.116357,588.3366,2.5143e+07
0.054529,0.118692,593.8044,2.6810e+07
0.054529,0.120883,598.9243,2.8416e+07
0.054529,0.122194,601.9792,2.9432e+07
0.054529,0.123682,605.4485,3.0588e+07
0.054529,0.126012,610.8648,3.2466e+07
0.054529,0.128340,616.2690,3.4392e+07
0.054529,0.130667,621.6547,3.6401e+07
0.054529,0.132902,626.8199,3.8393e+07
0.054529,0.134306,630.0583,3.9669e+07
0.054529,0.135638,633.1305,4.0899e+07
0.054529,0.137960,638.4699,4.3117e+07
0.054529,0.140281,643.7964,4.5393e+07
0.054529,0.142600,649.1120,4.7717e+07
0.054529,0.144880,654.3201,5.0099e+07
0.054529,0.146415,657.8258,5.1709e+07
0.054529,0.147559,660.4312,5.2950e+07
0.054529,0.149875,665.7024,5.5491e+07
0.054529,0.152191,670.9594,5.8105e+07
0.054529,0.154505,676.2083,6.0756e+07
0.054529,0.156819,681.4380,6.3511e+07
0.054529,0.158519,685.2795,6.5541e+07
0.054529,0.159468,687.4179,6.6709e+07
0.054529,0.161767,692.5942,6.9568e+07
0.054529,0.164079,697.7901,7.2500e+07
0.054529,0.166391,702.9753,7.5490e+07
0.054529,0.168703,708.1469,7.8557e+07
0.054529,0.170529,712.2287,8.1012e+07
0.054529,0.171493,714.3815,8.2307e+07
0.054529,0.173647,719.1771,8.5313e+07
0.054529,0.175958,724.3206,8.8542e+07
0.054529,0.178268,729.4451,9.1886e+07
0.054529,0.180579,734.5674,9.5246e+07
0.054529,0.182521,738.8564,9.8159e+07
0.054529,0.183530,741.0860,9.9673e+07
0.054529,0.185524,745.4839,1.0270e+08
0.054529,0.187835,750.5701,1.0630e+08
0.054529,0.190147,755.6507,1.0993e+08
0.054529,0.192459,760.7186,1.1366e+08
0.054529,0.194501,765.1908,1.1698e+08
0.054529,0.195585,767.5559,1.1878e+08
0.054529,0.197408,771.5358,1.2183e+08
0.054529,0.199722,776.5792,1.2575e+08
0.054529,0.202037,781.6121,1.2975e+08
0.054529,0.204352,786.6399,1.3381e+08
0.054529,0.206479,791.2459,1.3763e+08
0.054529,0.207660,793.8021,1.3974e+08
0.054529,0.209310,797.3665,1.4276e+08
0.054529,0.211628,802.3667,1.4708e+08
0.054529,0.213948,807.3641,1.5143e+08
0.054529,0.216269,812.3483,1.5592e+08
0.054529,0.218465,817.0636,1.6017e+08
0.054529,0.219757,819.8282,1.6276e+08
0.054529,0.221239,822.9959,1.6574e+08
0.054529,0.223564,827.9675,1.7041e+08
0.054529,0.225890,832.9221,1.7527e+08
0.054529,0.228219,837.8799,1.8013e+08
0.054529,0.230468,842.6534,1.8499e+08
0.054529,0.231878,845.6437,1.8806e+08
0.054529,0.233205,848.4575,1.9094e+08
0.054529,0.235539,853.3901,1.9618e+08
0.054529,0.237874,858.3208,2.0147e+08
0.054529,0.240211,863.2454,2.0688e+08
0.054529,0.242501,868.0584,2.1229e+08
0.054529,0.244022,871.2557,2.1589e+08
0.054529,0.245218,873.7647,2.1880e+08
0.054529,0.247562,878.6699,2.2460e+08
0.054529,0.249908,883.5795,2.3040e+08
0.054529,0.252256,888.4721,2.3647e+08
0.054529,0.254575,893.3045,2.4247e+08
0.054529,0.256186,896.6549,2.4673e+08
0.054529,0.257287,898.9387,2.4971e+08
0.054529,0.259643,903.8247,2.5609e+08
0.054529,0.262001,908.7065,2.6261e+08
0.054529,0.264361,913.5806,2.6931e+08
0.054529,0.266703,918.4170,2.7596e+08
0.054529,0.268369,921.8416,2.8093e+08
0.054529,0.269420,924.0010,2.8406e+08
0.054529,0.271788,928.8701,2.9111e+08
0.054529,0.274160,933.7277,2.9844e+08
0.054529,0.276534,938.5855,3.0586e+08
0.054529,0.278898,943.4153,3.1337e+08
0.054529,0.280566,946.8135,3.1885e+08
0.054529,0.281623,948.9653,3.2232e+08
0.054529,0.284006,953.8189,3.3014e+08
0.054529,0.286392,958.6557,3.3838e+08
0.054529,0.288781,963.4984,3.4662e+08
0.054529,0.291171,968.3308,3.5509e+08
0.054529,0.292773,971.5624,3.6090e+08
0.054529,0.293903,973.8420,3.6500e+08
0.054529,0.296302,978.6778,3.7377e+08
0.054529,0.298704,983.5001,3.8293e+08
0.054529,0.301109,988.3287,3.9210e+08
0.054529,0.303517,993.1487,4.0158e+08
0.054529,0.304983,996.0784,4.0746e+08
0.054529,0.306265,998.6395,4.1260e+08
0.054529,0.308681,1003.4597,4.2240e+08
0.054529,0.311099,1008.2681,4.3260e+08
0.054529,0.313521,1013.0830,4.4280e+08
0.054529,0.315946,1017.8884,4.5337e+08
0.054529,0.317191,1020.3509,4.5889e+08
0.054529,0.318714,1023.3634,4.6563e+08
0.054529,0.321146,1028.1700,4.7653e+08
0.054529,0.323582,1032.9645,4.8787e+08
0.054529,0.326022,1037.7656,4.9922e+08
0.054529,0.328464,1042.5579,5.1095e+08
0.054529,0.329389,1044.3681,5.1546e+08
0.054529,0.331252,1048.0169,5.2457e+08
0.054529,0.333703,1052.8114,5.3664e+08
0.054529,0.336156,1057.5915,5.4922e+08
0.054529,0.338614,1062.3783,5.6183e+08
0.054529,0.341074,1067.1590,5.7477e+08
0.054529,0.341569,1068.1182,5.7743e+08
0.054529,0.343883,1072.6012,5.8988e+08
0.054529,0.346351,1077.3848,6.0316e+08
0.054529,0.348823,1082.1498,6.1710e+08
0.054529,0.351299,1086.9216,6.3107e+08
0.054529,0.353424,1091.0127,6.4317e+08
0.054529,0.354124,1092.3546,6.4731e+08
0.054529,0.356608,1097.1160,6.6198e+08
0.054529,0.359095,1101.8841,6.7667e+08
0.054529,0.361585,1106.6386,6.9191e+08
0.054529,0.364080,1111.3943,7.0733e+08
0.054529,0.365678,1114.4408,7.1720e+08
0.054529,0.366928,1116.8207,7.2505e+08
0.054529,0.369428,1121.5679,7.4104e+08
0.054529,0.371934,1126.3144,7.5737e+08
0.054529,0.374444,1131.0591,7.7396e+08
0.054529,0.376957,1135.8021,7.9080e+08
0.054529,0.377986,1137.7402,7.9782e+08
0.054529,0.379834,1141.2197,8.1044e+08
0.054529,0.382346,1145.9354,8.2792e+08
0.054529,0.384871,1150.6678,8.4573e+08
0.054529,0.387399,1155.3984,8.6379e+08
0.054529,0.389610,1159.5247,8.7986e+08
0.054529,0.390650,1161.4643,8.8745e+08
0.054529,0.392820,1165.5045,9.0355e+08
0.054529,0.395360,1170.2238,9.2261e+08
0.054529,0.397904,1174.9415,9.4193e+08
0.054529,0.400452,1179.6547,9.6158e+08
0.054529,0.402139,1182.7695,9.7479e+08
0.054529,0.403540,1185.3548,9.8581e+08
0.054529,0.405914,1189.7251,1.0047e+09
0.054529,0.408473,1194.4289,1.0253e+09
0.054529,0.411035,1199.1281,1.0462e+09
0.054529,0.413484,1203.6081,1.0665e+09
0.054529,0.414799,1206.0122,1.0775e+09
0.054529,0.416530,1209.1689,1.0921e+09
0.054529,0.419104,1213.8583,1.1140e+09
0.054529,0.421682,1218.5421,1.1362e+09
0.054529,0.424263,1223.2223,1.1588e+09
0.054529,0.426321,1226.9480,1.1769e+09
0.054529,0.427586,1229.2325,1.1882e+09
0.054529,0.429799,1233.2265,1.2080e+09
0.054529,0.432391,1237.8941,1.2315e+09
0.054529,0.434988,1242.5586,1.2554e+09
0.054529,0.437516,1247.0924,1.2788e+09
0.054529,0.439161,1250.0344,1.2943e+09
0.054529,0.440556,1252.5298,1.3074e+09
0.054529,0.443164,1257.1807,1.3322e+09
0.054529,0.445775,1261.8292,1.3573e+09
0.054529,0.448390,1266.4754,1.3827e+09
0.054529,0.450747,1270.6527,1.4059e+09
0.054529,0.451756,1272.4396,1.4158e+09
0.054529,0.453997,1276.3982,1.4382e+09
0.054529,0.456623,1281.0297,1.4645e+09
0.054529,0.459252,1285.6565,1.4912e+09
0.054529,0.461880,1290.2695,1.5181e+09
0.054529,0.463516,1293.1367,1.5350e+09
0.054529,0.464873,1295.5090,1.5491e+09
0.054529,0.467495,1300.0909,1.5766e+09
0.054529,0.470113,1304.6556,1.6042e+09
0.054529,0.472726,1309.1983,1.6320e+09
0.054529,0.475334,1313.7233,1.6601e+09
0.054529,0.475816,1314.5585,1.6653e+09
0.054529,0.478297,1318.8535,1.6922e+09
0.054529,0.480891,1323.3307,1.7206e+09
0.054529,0.483477,1327.7851,1.7491e+09
0.054529,0.486056,1332.2194,1.7778e+09
0.054529,0.487696,1335.0321,1.7962e+09
0.054529,0.488986,1337.2443,1.8106e+09
0.054529,0.491549,1341.6206,1.8398e+09
0.054529,0.494105,1345.9828,1.8689e+09
0.054529,0.496655,1350.3334,1.8980e+09
0.054529,0.499198,1354.6526,1.9274e+09
0.054529,0.499978,1355.9771,1.9364e+09
0.054529,0.502087,1359.5503,1.9610e+09
0.054529,0.504615,1363.8272,1.9906e+09
0.054529,0.507136,1368.0793,2.0203e+09
0.054529,0.509651,1372.3129,2.0502e+09
0.054529,0.511723,1375.7956,2.0749e+09
0.054529,0.512734,1377.4921,2.0870e+09
0.054529,0.515009,1381.3039,2.1143e+09
0.054529,0.517503,1385.4732,2.1445e+09
0.054529,0.519991,1389.6257,2.1747e+09
0.054529,0.522473,1393.7546,2.2050e+09
0.054529,0.524103,1396.4642,2.2250e+09
0.054529,0.525443,1398.6863,2.2415e+09
0.054529,0.527761,1402.5300,2.2701e+09
0.054529,0.530223,1406.5984,2.3006e+09
0.054529,0.532679,1410.6497,2.3312e+09
0.054529,0.535129,1414.6846,2.3619e+09
0.054529,0.536459,1416.8682,2.3786e+09
0.054529,0.537984,1419.3708,2.3978e+09
0.054529,0.540352,1423.2495,2.4277e+09
0.054529,0.542783,1427.2265,2.4584e+09
0.054529,0.545209,1431.1815,2.4893e+09
0.054529,0.547627,1435.1183,2.5202e+09
0.054529,0.548783,1436.9974,2.5350e+09
0.054529,0.550379,1439.5903,2.5554e+09
0.054529,0.552788,1443.4908,2.5864e+09
0.054529,0.555190,1447.3766,2.6173e+09
0.054529,0.557587,1451.2435,2.6483e+09
0.054529,0.559894,1454.9572,2.6781e+09
0.054529,0.561093,1456.8853,2.6937e+09
0.054529,0.562697,1459.4616,2.7145e+09
0.054529,0.565077,1463.2756,2.7455e+09
0.054529,0.567452,1467.0736,2.7765e+09
0.054529,0.569821,1470.8570,2.8074e+09
0.054529,0.572085,1474.4607,2.8370e+09
0.054529,0.573313,1476.4144,2.8531e+09
0.054529,0.574873,1478.8918,2.8736e+09
0.054529,0.577227,1482.6244,2.9044e+09
0.054529,0.579575,1486.3387,2.9353e+09
0.054529,0.581918,1490.0399,2.9661e+09
0.054529,0.584193,1493.6226,2.9960e+09
0.054529,0.585458,1495.6151,3.0126e+09
0.054529,0.586915,1497.9022,3.0318e+09
0.054529,0.589243,1501.5565,3.0624e+09
0.054529,0.591567,1505.1913,3.0930e+09
0.054529,0.593885,1508.8133,3.1235e+09
0.054529,0.596199,1512.4205,3.1539e+09
0.054529,0.597544,1514.5136,3.1716e+09
0.054529,0.598841,1516.5293,3.1886e+09
0.054529,0.601134,1520.0886,3.2187e+09
0.054529,0.603434,1523.6495,3.2488e+09
0.054529,0.605728,1527.1960,3.2788e+09
0.054529,0.608019,1530.7304,3.3088e+09
0.054529,0.609560,1533.1019,3.3289e+09
0.054529,0.610760,1534.9470,3.3445e+09
0.054529,0.612904,1538.2405,3.3724e+09
0.054529,0.615181,1541.7304,3.4020e+09
0.054529,0.617454,1545.2047,3.4314e+09
0.054529,0.619722,1548.6685,3.4606e+09
0.054529,0.621491,1551.3628,3.4834e+09
0.054529,0.622628,1553.0933,3.4980e+09
0.054529,0.624560,1556.0283,3.5227e+09
0.054529,0.626816,1559.4503,3.5515e+09
0.054529,0.629067,1562.8555,3.5801e+09
0.054529,0.631314,1566.2504,3.6085e+09
0.054529,0.633332,1569.2920,3.6339e+09
0.054529,0.634460,1570.9918,3.6481e+09
0.054529,0.636108,1573.4673,3.6687e+09
0.054529,0.638343,1576.8233,3.6965e+09
0.054529,0.640574,1580.1630,3.7241e+09
0.054529,0.642801,1583.4919,3.7515e+09
0.054529,0.645024,1586.8088,3.7786e+09
0.054529,0.646280,1588.6778,3.7939e+09
0.054529,0.647593,1590.6309,3.8097e+09
0.054529,0.649769,1593.8631,3.8359e+09
0.054529,0.651981,1597.1409,3.8623e+09
0.054529,0.654189,1600.4064,3.8883e+09
0.054529,0.656393,1603.6624,3.9142e+09
0.054529,0.658092,1606.1633,3.9339e+09
0.054529,0.659197,1607.7899,3.9467e+09
0.054529,0.661098,1610.5836,3.9685e+09
0.054529,0.663292,1613.8022,3.9934e+09
0.054529,0.665482,1617.0065,4.0180e+09
0.054529,0.667668,1620.2021,4.0423e+09
0.054529,0.669812,1623.3264,4.0658e+09
0.054529,0.670785,1624.7439,4.0764e+09
0.054529,0.672336,1626.9971,4.0930e+09
0.054529,0.674512,1630.1580,4.1163e+09
0.054529,0.676686,1633.3042,4.1390e+09
0.054529,0.678856,1636.4410,4.1615e+09
0.054529,0.681023,1639.5678,4.1836e+09
0.054529,0.682587,1641.8198,4.1992e+09
0.054529,0.683682,1643.3940,4.2101e+09
0.054529,0.685648,1646.2182,4.2293e+09
0.054529,0.687806,1649.3106,4.2501e+09
0.054529,0.689960,1652.3905,4.2704e+09
0.054529,0.692111,1655.4621,4.2903e+09
0.054529,0.694260,1658.5216,4.3096e+09
0.054529,0.695095,1659.7102,4.3171e+09
0.054529,0.696714,1662.0083,4.3312e+09
0.054529,0.698847,1665.0341,4.3495e+09
0.054529,0.700987,1668.0608,4.3673e+09
0.054529,0.703124,1671.0774,4.3846e+09
0.054529,0.705258,1674.0859,4.4014e+09
0.054529,0.706974,1676.4972,4.4144e+09
0.054529,0.707825,1677.6941,4.4208e+09
0.054529,0.709815,1680.4838,4.4353e+09
0.054529,0.711941,1683.4603,4.4504e+09
0.054529,0.714065,1686.4248,4.4647e+09
0.054529,0.716186,1689.3800,4.4784e+09
0.054529,0.718304,1692.3272,4.4917e+09
0.054529,0.719421,1693.8758,4.4982e+09
0.054529,0.720715,1695.6711,4.5058e+09
0.054529,0.722829,1698.5952,4.5174e+09
0.054529,0.724940,1701.5113,4.5285e+09
0.054529,0.727049,1704.4167,4.5388e+09
0.054529,0.729156,1707.3122,4.5483e+09
0.054529,0.731261,1710.1997,4.5573e+09
0.054529,0.731707,1710.8104,4.5590e+09
0.054529,0.733656,1713.4779,4.5665e+09
0.054529,0.735756,1716.3432,4.5735e+09
0.054529,0.737854,1719.2005,4.5799e+09
0.054529,0.739950,1722.0498,4.5856e+09
0.054529,0.742045,1724.8874,4.5902e+09
0.054529,0.743854,1727.3345,4.5935e+09
0.054529,0.744429,1728.1105,4.5944e+09
0.054529,0.746519,1730.9301,4.5973e+09
0.054529,0.748608,1733.7410,4.5993e+09
0.054529,0.750695,1736.5410,4.6001e+09
0.054529,0.752780,1739.3332,4.6001e+09
0.054529,0.754864,1742.1175,4.5992e+09
0.054529,0.756166,1743.8508,4.5979e+09
0.054529,0.757237,1745.2782,4.5969e+09
0.054529,0.759318,1748.0415,4.5935e+09
0.054529,0.761397,1750.7970,4.5892e+09
0.054529,0.763476,1753.5446,4.5839e+09
0.054529,0.765553,1756.2835,4.5775e+09
0.054529,0.767556,1758.9160,4.5700e+09
0.054529,0.768526,1760.1911,4.5662e+09
0.054529,0.769993,1762.1119,4.5595e+09
0.054529,0.772067,1764.8235,4.5493e+09
0.054529,0.774140,1767.5272,4.5379e+09
0.054529,0.776213,1770.2224,4.5252e+09
0.054529,0.778284,1772.9080,4.5110e+09
0.054529,0.780089,1775.2418,4.4976e+09
0.054529,0.780961,1776.3673,4.4909e+09
0.054529,0.782713,1778.6244,4.4763e+09
0.054529,0.784780,1781.2818,4.4580e+09
0.054529,0.786846,1783.9295,4.4383e+09
0.054529,0.788910,1786.5672,4.4172e+09
0.054529,0.790973,1789.1931,4.3944e+09
0.054529,0.792514,1791.1510,4.3762e+09
0.054529,0.793447,1792.3342,4.3651e+09
0.054529,0.795378,1794.7769,4.3405e+09
0.054529,0.797435,1797.3706,4.3129e+09
0.054529,0.799489,1799.9538,4.2836e+09
0.054529,0.801542,1802.5263,4.2528e+09
0.054529,0.803593,1805.0883,4.2202e+09
0.054529,0.804839,1806.6409,4.1997e+09
0.054529,0.805955,1808.0281,4.1806e+09
0.054529,0.807975,1810.5336,4.1448e+09
0.054529,0.810021,1813.0622,4.1068e+09
0.054529,0.812066,1815.5799,4.0670e+09
0.054529,0.814109,1818.0869,4.0253e+09
0.054529,0.816130,1820.5575,3.9823e+09
0.054529,0.817102,1821.7429,3.9608e+09
0.054529,0.818476,1823.4143,3.9298e+09
0.054529,0.820515,1825.8877,3.8822e+09
0.054529,0.822553,1828.3502,3.8326e+09
0.054529,0.824590,1830.8021,3.7810e+09
0.054529,0.826627,1833.2434,3.7274e+09
0.054529,0.828589,1835.5862,3.6738e+09
0.054529,0.829363,1836.5079,3.6523e+09
0.054529,0.830982,1838.4317,3.6061e+09
0.054529,0.833017,1840.8392,3.5460e+09
0.054529,0.835052,1843.2363,3.4838e+09
0.054529,0.837086,1845.6232,3.4195e+09
0.054529,0.839121,1848.0002,3.3532e+09
0.054529,0.841020,1850.2090,3.2895e+09
0.054529,0.841630,1850.9167,3.2685e+09
0.054529,0.843476,1853.0508,3.2041e+09
0.054529,0.845512,1855.3960,3.1312e+09
0.054529,0.847550,1857.7317,3.0562e+09
0.054529,0.849588,1860.0569,2.9789e+09
0.054529,0.851629,1862.3737,2.8997e+09
0.054529,0.853436,1864.4167,2.8279e+09
0.054529,0.853955,1865.0016,2.8069e+09
0.054529,0.856000,1867.2997,2.7235e+09
0.054529,0.858047,1869.5882,2.6379e+09
0.054529,0.860097,1871.8696,2.5507e+09
0.054529,0.862150,1874.1430,2.4616e+09
0.054529,0.864206,1876.4094,2.3708e+09
0.054529,0.865832,1878.1944,2.2981e+09
0.054529,0.866554,1878.9845,2.2655e+09
0.054529,0.868620,1881.2389,2.1716e+09
0.054529,0.870690,1883.4885,2.0765e+09
0.054529,0.872766,1885.7342,1.9803e+09
0.054529,0.874847,1887.9771,1.8833e+09
0.054529,0.876934,1890.2185,1.7857e+09
0.054529,0.878139,1891.5095,1.7293e+09
0.054529,0.879321,1892.7738,1.6741e+09
0.054529,0.881424,1895.0182,1.5762e+09
0.054529,0.883533,1897.2665,1.4788e+09
0.054529,0.885651,1899.5211,1.3821e+09
0.054529,0.887776,1901.7847,1.2866e+09
0.054529,0.889790,1903.9323,1.1980e+09
0.054529,0.890583,1904.7790,1.1637e+09
0.054529,0.892355,1906.6759,1.0884e+09
0.054529,0.894509,1908.9932,9.9991e+08
0.054529,0.896673,1911.3367,9.1458e+08
0.054529,0.898846,1913.7128,8.3300e+08
0.054529,0.901006,1916.1050,7.5650e+08
0.054529,0.902519,1917.8026,7.0599e+08
0.054529,0.903529,1918.9466,6.7366e+08
0.054529,0.905734,1921.4824,6.0713e+08
0.054529,0.907948,1924.0930,5.4629e+08
0.054529,0.910172,1926.7914,4.9117e+08
0.054529,0.912407,1929.5976,4.4203e+08
0.054529,0.914344,1932.1203,4.0429e+08
0.054529,0.915199,1933.2640,3.8897e+08
0.054529,0.917226,1936.0591,3.5592e+08
0.054529,0.919495,1939.3510,3.2393e+08
0.054529,0.921775,1942.8587,2.9643e+08
0.054529,0.924064,1946.6169,2.7274e+08
0.054529,0.926162,1950.3087,2.5379e+08
0.054529,0.927219,1952.2683,2.4506e+08
0.054529,0.928986,1955.7171,2.3138e+08
0.054529,0.931297,1960.5727,2.1480e+08
0.054529,0.933615,1965.9184,1.9918e+08
0.054529,0.935939,1971.7857,1.8408e+08
0.054529,0.938133,1977.8816,1.7017e+08
0.054529,0.939318,1981.4102,1.6278e+08
0.054529,0.940932,1986.4887,1.5286e+08
0.054529,0.943274,1994.4601,1.3884e+08
0.054529,0.945623,2003.1547,1.2537e+08
0.054529,0.947977,2012.5147,1.1263e+08
0.054529,0.950234,2021.9861,1.0126e+08
0.054529,0.951473,2027.3493,9.5388e+07
0.054529,0.953033,2034.2125,8.8372e+07
0.054529,0.955406,2044.7765,7.8489e+07
0.054529,0.957784,2055.3998,6.9487e+07
0.054529,0.960167,2065.9803,6.1290e+07
0.054529,0.962471,2076.0854,5.4081e+07
0.054529,0.963669,2081.2782,5.0592e+07
0.054529,0.965290,2088.2462,4.6113e+07
0.054529,0.967693,2098.4287,3.9991e+07
0.054529,0.970104,2108.4561,3.4436e+07
0.054529,0.972521,2118.3407,2.9378e+07
0.054529,0.974871,2127.7996,2.4929e+07
0.054529,0.975895,2131.8746,2.3133e+07
0.054529,0.977715,2139.0505,2.0128e+07
0.054529,0.980153,2148.5205,1.6484e+07
0.054529,0.982596,2157.8732,1.3234e+07
0.054529,0.985043,2167.1178,1.0357e+07
0.054529,0.987443,2176.0783,7.8874e+06
0.054529,0.988135,2178.6441,7.2355e+06
0.054529,0.990285,2186.5481,5.3893e+06
0.054529,0.992732,2195.4536,3.5949e+06
0.054529,0.995169,2204.2297,2.1082e+06
0.054529,0.997594,2212.9068,9.2731e+05
0.054529,1.000000,2221.4713,3.4341e+04
0.055780,0.000000,300.0000,-1.5608e+01
0.055780,0.002877,306.5996,2.9945e+03
0.055780,0.005624,313.9201,1.3388e+04
0.055780,0.008325,321.1136,3.1116e+04
0.055780,0.010993,328.1869,5.5682e+04
0.055780,0.012120,331.1607,6.8298e+04
0.055780,0.014014,336.1462,9.2797e+04
0.055780,0.016618,342.9716,1.3280e+05
0.055780,0.019213,349.7441,1.8077e+05
0.055780,0.021792,356.4450,2.3670e+05
0.055780,0.023858,361.7971,2.8783e+05
0.055780,0.025017,364.7910,3.1877e+05
0.055780,0.027259,370.5717,3.8513e+05
0.055780,0.029793,377.0833,4.6973e+05
0.055780,0.032315,383.5432,5.6488e+05
0.055780,0.034826,389.9557,6.7173e+05
0.055780,0.036369,393.8892,7.4257e+05
0.055780,0.037805,397.5402,8.1590e+05
0.055780,0.040164,403.5306,9.4321e+05
0.055780,0.042644,409.8082,1.0960e+06
0.055780,0.045115,416.0465,1.2654e+06
0.055780,0.047553,422.1821,1.4538e+06
0.055780,0.048816,425.3556,1.5592e+06
0.055780,0.050376,429.2683,1.6979e+06
0.055780,0.052824,435.3937,1.9368e+06
0.055780,0.055264,441.4865,2.1999e+06
0.055780,0.057697,447.5457,2.4916e+06
0.055780,0.059955,453.1517,2.7911e+06
0.055780,0.061219,456.2878,2.9701e+06
0.055780,0.062883,460.4061,3.2220e+06
0.055780,0.065298,466.3724,3.6150e+06
0.055780,0.067708,472.3108,4.0444e+06
0.055780,0.070112,478.2206,4.5124e+06
0.055780,0.072273,483.5197,4.9703e+06
0.055780,0.073521,486.5746,5.2527e+06
0.055780,0.075239,490.7763,5.6544e+06
0.055780,0.077629,496.6061,6.2562e+06
0.055780,0.080014,502.4117,6.9032e+06
0.055780,0.082395,508.1922,7.5993e+06
0.055780,0.084517,513.3338,8.2663e+06
0.055780,0.085749,516.3140,8.6701e+06
0.055780,0.087475,520.4822,9.2567e+06
0.055780,0.089844,526.1930,1.0111e+07
0.055780,0.092210,531.8821,1.1019e+07
0.055780,0.094572,537.5492,1.1983e+07
0.055780,0.096696,542.6334,1.2898e+07
0.055780,0.097927,545.5757,1.3449e+07
0.055780,0.099615,549.6042,1.4232e+07
0.055780,0.101968,555.2082,1.5371e+07
0.055780,0.104318,560.7923,1.6572e+07
0.055780,0.106666,566.3580,1.7827e+07
0.055780,0.108816,571.4433,1.9037e+07
0.055780,0.110071,574.4058,1.9770e+07
0.055780,0.111679,578.2013,2.0715e+07
0.055780,0.114019,583.7079,2.2166e+07
0.055780,0.116357,589.1978,2.3675e+07
0.055780,0.118692,594.6727,2.5234e+07
0.055780,0.120883,599.7949,2.6758e+07
0.055780,0.122194,602.8552,2.7698e+07
0.055780,0.123682,606.3260,2.8793e+07
0.055780,0.126012,611.7485,3.0550e+07
0.055780,0.128340,617.1577,3.2355e+07
0.055780,0.130667,622.5460,3.4251e+07
0.055780,0.132902,627.7165,3.6114e+07
0.055780,0.134306,630.9559,3.7318e+07
0.055780,0.135638,634.0322,3.8462e+07
0.055780,0.137960,639.3733,4.0554e+07
0.055780,0.140281,644.7042,4.2684e+07
0.055780,0.142600,650.0213,4.4874e+07
0.055780,0.144880,655.2334,4.7102e+07
0.055780,0.146415,658.7401,4.8619e+07
0.055780,0.147559,661.3482,4.9774e+07
0.055780,0.149875,666.6209,5.2164e+07
0.055780,0.152191,671.8809,5.4612e+07
0.055780,0.154505,677.1311,5.7104e+07
0.055780,0.156819,682.3634,5.9684e+07
0.055780,0.158519,686.2059,6.1591e+07
0.055780,0.159468,688.3457,6.2681e+07
0.055780,0.161767,693.5232,6.5365e+07
0.055780,0.164079,698.7209,6.8114e+07
0.055780,0.166391,703.9073,7.0919e+07
0.055780,0.168703,709.0802,7.3794e+07
0.055780,0.170529,713.1630,7.6096e+07
0.055780,0.171493,715.3158,7.7312e+07
0.055780,0.173647,720.1126,8.0129e+07
0.055780,0.175958,725.2564,8.3160e+07
0.055780,0.178268,730.3822,8.6293e+07
0.055780,0.180579,735.5043,8.9448e+07
0.055780,0.182521,739.7944,9.2176e+07
0.055780,0.183530,742.0245,9.3594e+07
0.055780,0.185524,746.4216,9.6442e+07
0.055780,0.187835,751.5093,9.9807e+07
0.055780,0.190147,756.5887,1.0323e+08
0.055780,0.192459,761.6581,1.0671e+08
0.055780,0.194501,766.1284,1.0984e+08
0.055780,0.195585,768.4943,1.1153e+08
0.055780,0.197408,772.4754,1.1438e+08
0.055780,0.199722,777.5166,1.1807e+08
0.055780,0.202037,782.5512,1.2181e+08
0.055780,0.204352,787.5764,1.2564e+08
0.055780,0.206479,792.1841,1.2921e+08
0.055780,0.207660,794.7412,1.3119e+08
0.055780,0.209310,798.3019,1.3404e+08
0.055780,0.211628,803.3039,1.3808e+08
0.055780,0.213948,808.2976,1.4220e+08
