Z,c,T_K,qdot_Jm3s
0.034038,0.000000,300.0000,-3.2194e+01
0.034038,0.002877,305.2626,1.3473e+02
0.034038,0.005624,310.4319,5.5488e+02
0.034038,0.008325,315.4740,1.2626e+03
0.034038,0.010993,320.4209,2.2802e+03
0.034038,0.012120,322.5020,2.7919e+03
0.034038,0.014014,325.9932,3.7721e+03
0.034038,0.016618,330.7754,5.3971e+03
0.034038,0.019213,335.5268,7.3303e+03
0.034038,0.021792,340.2328,9.6166e+03
0.034038,0.023858,343.9979,1.1648e+04
0.034038,0.025017,346.1040,1.2921e+04
0.034038,0.027259,350.1809,1.5407e+04
0.034038,0.029793,354.7749,1.8710e+04
0.034038,0.032315,359.3380,2.2370e+04
0.034038,0.034826,363.8735,2.6399e+04
0.034038,0.036369,366.6558,2.9149e+04
0.034038,0.037805,369.2446,3.1753e+04
0.034038,0.040164,373.4902,3.6467e+04
0.034038,0.042644,377.9469,4.1899e+04
0.034038,0.045115,382.3818,4.7747e+04
0.034038,0.047553,386.7513,5.3931e+04
0.034038,0.048816,389.0114,5.7509e+04
0.034038,0.050376,391.8016,6.1993e+04
0.034038,0.052824,396.1749,6.9521e+04
0.034038,0.055264,400.5309,7.7503e+04
0.034038,0.057697,404.8665,8.6387e+04
0.034038,0.059955,408.8865,9.4822e+04
0.034038,0.061219,411.1345,1.0015e+05
0.034038,0.062883,414.0909,1.0729e+05
0.034038,0.065298,418.3801,1.1796e+05
0.034038,0.067708,422.6512,1.2988e+05
0.034038,0.070112,426.9114,1.4194e+05
0.034038,0.072273,430.7341,1.5390e+05
0.034038,0.073521,432.9395,1.6128e+05
0.034038,0.075239,435.9750,1.7160e+05
0.034038,0.077629,440.1906,1.8700e+05
0.034038,0.080014,444.3932,2.0350e+05
0.034038,0.082395,448.5829,2.2105e+05
0.034038,0.084517,452.3145,2.3761e+05
0.034038,0.085749,454.4785,2.4771e+05
0.034038,0.087475,457.5072,2.6238e+05
0.034038,0.089844,461.6614,2.8348e+05
0.034038,0.092210,465.8029,3.0639e+05
0.034038,0.094572,469.9336,3.3060e+05
0.034038,0.096696,473.6445,3.5338e+05
0.034038,0.097927,475.7923,3.6757e+05
0.034038,0.099615,478.7376,3.8702e+05
0.034038,0.101968,482.8355,4.1657e+05
0.034038,0.104318,486.9246,4.4755e+05
0.034038,0.106666,491.0052,4.7995e+05
0.034038,0.108816,494.7362,5.1242e+05
0.034038,0.110071,496.9137,5.3143e+05
0.034038,0.111679,499.7000,5.5774e+05
0.034038,0.114019,503.7520,5.9669e+05
0.034038,0.116357,507.7927,6.3937e+05
0.034038,0.118692,511.8267,6.8358e+05
0.034038,0.120883,515.6045,7.2786e+05
0.034038,0.122194,517.8645,7.5502e+05
0.034038,0.123682,520.4272,7.8828e+05
0.034038,0.126012,524.4367,8.4056e+05
0.034038,0.128340,528.4352,8.9810e+05
0.034038,0.130667,532.4285,9.5729e+05
0.034038,0.132902,536.2599,1.0185e+06
0.034038,0.134306,538.6649,1.0571e+06
0.034038,0.135638,540.9440,1.0976e+06
0.034038,0.137960,544.9144,1.1681e+06
0.034038,0.140281,548.8759,1.2443e+06
0.034038,0.142600,552.8331,1.3225e+06
0.034038,0.144880,556.7168,1.4048e+06
0.034038,0.146415,559.3287,1.4632e+06
0.034038,0.147559,561.2742,1.5074e+06
0.034038,0.149875,565.2093,1.6017e+06
0.034038,0.152191,569.1382,1.7011e+06
0.034038,0.154505,573.0610,1.8057e+06
0.034038,0.156819,576.9776,1.9159e+06
0.034038,0.158519,579.8518,2.0012e+06
0.034038,0.159468,581.4555,2.0494e+06
0.034038,0.161767,585.3372,2.1714e+06
0.034038,0.164079,589.2360,2.3004e+06
0.034038,0.166391,593.1291,2.4361e+06
0.034038,0.168703,597.0168,2.5786e+06
0.034038,0.170529,600.0856,2.6964e+06
0.034038,0.171493,601.7037,2.7592e+06
0.034038,0.173647,605.3172,2.9067e+06
0.034038,0.175958,609.1892,3.0718e+06
0.034038,0.178268,613.0564,3.2445e+06
0.034038,0.180579,616.9190,3.4250e+06
0.034038,0.182521,620.1610,3.5825e+06
0.034038,0.183530,621.8446,3.6673e+06
0.034038,0.185524,625.1680,3.8387e+06
0.034038,0.187835,629.0172,4.0451e+06
0.034038,0.190147,632.8625,4.2601e+06
0.034038,0.192459,636.7033,4.4852e+06
0.034038,0.194501,640.0913,4.6923e+06
0.034038,0.195585,641.8882,4.8033e+06
0.034038,0.197408,644.9077,4.9986e+06
0.034038,0.199722,648.7369,5.2537e+06
0.034038,0.202037,652.5630,5.5184e+06
0.034038,0.204352,656.3860,5.7927e+06
0.034038,0.206479,659.8935,6.0545e+06
0.034038,0.207660,661.8379,6.2045e+06
0.034038,0.209310,664.5540,6.4168e+06
0.034038,0.211628,668.3668,6.7265e+06
0.034038,0.213948,672.1771,7.0465e+06
0.034038,0.216269,675.9851,7.3771e+06
0.034038,0.218465,679.5842,7.6996e+06
0.034038,0.219757,681.6999,7.8970e+06
0.034038,0.221239,684.1238,8.1240e+06
0.034038,0.223564,687.9236,8.4934e+06
0.034038,0.225890,691.7217,8.8740e+06
0.034038,0.228219,695.5173,9.2675e+06
0.034038,0.230468,699.1781,9.6651e+06
0.034038,0.231878,701.4731,9.9143e+06
0.034038,0.233205,703.6327,1.0149e+07
0.034038,0.235539,707.4215,1.0586e+07
0.034038,0.237874,711.2100,1.1033e+07
0.034038,0.240211,715.0011,1.1481e+07
0.034038,0.242501,718.7034,1.1954e+07
0.034038,0.244022,721.1629,1.2268e+07
0.034038,0.245218,723.0980,1.2515e+07
0.034038,0.247562,726.8825,1.3016e+07
0.034038,0.249908,730.6634,1.3538e+07
0.034038,0.252256,734.4478,1.4061e+07
0.034038,0.254575,738.1776,1.4603e+07
0.034038,0.256186,740.7662,1.4988e+07
0.034038,0.257287,742.5348,1.5252e+07
0.034038,0.259643,746.3187,1.5816e+07
0.034038,0.262001,750.0940,1.6422e+07
0.034038,0.264361,753.8731,1.7029e+07
0.034038,0.266703,757.6217,1.7636e+07
0.034038,0.268369,760.2801,1.8096e+07
0.034038,0.269420,761.9564,1.8385e+07
0.034038,0.271788,765.7360,1.9039e+07
0.034038,0.274160,769.5149,1.9710e+07
0.034038,0.276534,773.2902,2.0412e+07
0.034038,0.278898,777.0493,2.1110e+07
0.034038,0.280566,779.7006,2.1611e+07
0.034038,0.281623,781.3748,2.1945e+07
0.034038,0.284006,785.1514,2.2698e+07
0.034038,0.286392,788.9326,2.3453e+07
0.034038,0.288781,792.7099,2.4242e+07
0.034038,0.291171,796.4837,2.5050e+07
0.034038,0.292773,799.0132,2.5592e+07
0.034038,0.293903,800.7975,2.5975e+07
0.034038,0.296302,804.5749,2.6831e+07
0.034038,0.298704,808.3542,2.7700e+07
0.034038,0.301109,812.1385,2.8570e+07
0.034038,0.303517,815.9173,2.9488e+07
0.034038,0.304983,818.2163,3.0056e+07
0.034038,0.306265,820.2260,3.0552e+07
0.034038,0.308681,824.0128,3.1487e+07
0.034038,0.311099,827.7930,3.2479e+07
0.034038,0.313521,831.5762,3.3482e+07
0.034038,0.315946,835.3645,3.4487e+07
0.034038,0.317191,837.3053,3.5022e+07
0.034038,0.318714,839.6754,3.5698e+07
0.034038,0.321146,843.4613,3.6777e+07
0.034038,0.323582,847.2525,3.7858e+07
0.034038,0.326022,851.0380,3.9000e+07
0.034038,0.328464,854.8255,4.0162e+07
0.034038,0.329389,856.2589,4.0601e+07
0.034038,0.331252,859.1481,4.1487e+07
0.034038,0.333703,862.9367,4.2717e+07
0.034038,0.336156,866.7272,4.3969e+07
0.034038,0.338614,870.5230,4.5222e+07
0.034038,0.341074,874.3158,4.6531e+07
0.034038,0.341569,875.0774,4.6802e+07
0.034038,0.343883,878.6375,4.8069e+07
0.034038,0.346351,882.4363,4.9421e+07
0.034038,0.348823,886.2330,5.0827e+07
0.034038,0.351299,890.0279,5.2284e+07
0.034038,0.353424,893.2854,5.3535e+07
0.034038,0.354124,894.3584,5.3947e+07
0.034038,0.356608,898.1594,5.5455e+07
0.034038,0.359095,901.9572,5.7031e+07
0.034038,0.361585,905.7604,5.8608e+07
0.034038,0.364080,909.5668,6.0206e+07
0.034038,0.365678,911.9970,6.1296e+07
0.034038,0.366928,913.8990,6.2150e+07
0.034038,0.369428,917.7016,6.3855e+07
0.034038,0.371934,921.5129,6.5565e+07
0.034038,0.374444,925.3145,6.7410e+07
0.034038,0.376957,929.1216,6.9259e+07
0.034038,0.377986,930.6810,7.0016e+07
0.034038,0.379834,933.4807,7.1375e+07
0.034038,0.382346,937.2724,7.3342e+07
0.034038,0.384871,941.0817,7.5346e+07
0.034038,0.387399,944.8965,7.7352e+07
0.034038,0.389610,948.2264,7.9163e+07
0.034038,0.390650,949.7888,8.0054e+07
0.034038,0.392820,953.0507,8.1914e+07
0.034038,0.395360,956.8673,8.4090e+07
0.034038,0.397904,960.6855,8.6314e+07
0.034038,0.400452,964.4974,8.8672e+07
0.034038,0.402139,967.0219,9.0233e+07
0.034038,0.403540,969.1190,9.1530e+07
0.034038,0.405914,972.6703,9.3729e+07
0.034038,0.408473,976.4833,9.6288e+07
0.034038,0.411035,980.3020,9.8851e+07
0.034038,0.413484,983.9510,1.0130e+08
0.034038,0.414799,985.9095,1.0263e+08
0.034038,0.416530,988.4777,1.0450e+08
0.034038,0.419104,992.2969,1.0728e+08
0.034038,0.421682,996.1215,1.1007e+08
0.034038,0.424263,999.9482,1.1291e+08
0.034038,0.426321,1002.9915,1.1528e+08
0.034038,0.427586,1004.8624,1.1673e+08
0.034038,0.429799,1008.1282,1.1935e+08
0.034038,0.432391,1011.9544,1.2245e+08
0.034038,0.434988,1015.7775,1.2567e+08
0.034038,0.437516,1019.4981,1.2884e+08
0.034038,0.439161,1021.9142,1.3096e+08
0.034038,0.440556,1023.9634,1.3276e+08
0.034038,0.443164,1027.7891,1.3621e+08
0.034038,0.445775,1031.6171,1.3971e+08
0.034038,0.448390,1035.4423,1.4335e+08
0.034038,0.450747,1038.8895,1.4665e+08
0.034038,0.451756,1040.3613,1.4811e+08
0.034038,0.453997,1043.6316,1.5136e+08
0.034038,0.456623,1047.4587,1.5525e+08
0.034038,0.459252,1051.2852,1.5921e+08
0.034038,0.461880,1055.1049,1.6329e+08
0.034038,0.463516,1057.4811,1.6585e+08
0.034038,0.464873,1059.4493,1.6801e+08
0.034038,0.467495,1063.2492,1.7227e+08
0.034038,0.470113,1067.0394,1.7659e+08
0.034038,0.472726,1070.8172,1.8101e+08
0.034038,0.475334,1074.5819,1.8552e+08
0.034038,0.475816,1075.2773,1.8636e+08
0.034038,0.478297,1078.8554,1.9072e+08
0.034038,0.480891,1082.5872,1.9543e+08
0.034038,0.483477,1086.3071,2.0016e+08
0.034038,0.486056,1090.0088,2.0504e+08
0.034038,0.487696,1092.3628,2.0814e+08
0.034038,0.488986,1094.2105,2.1065e+08
0.034038,0.491549,1097.8807,2.1568e+08
0.034038,0.494105,1101.5360,2.2080e+08
0.034038,0.496655,1105.1776,2.2599e+08
0.034038,0.499198,1108.8034,2.3129e+08
0.034038,0.499978,1109.9149,2.3294e+08
0.034038,0.502087,1112.9200,2.3739e+08
0.034038,0.504615,1116.5133,2.4290e+08
0.034038,0.507136,1120.0966,2.4842e+08
0.034038,0.509651,1123.6617,2.5412e+08
0.034038,0.511723,1126.5992,2.5882e+08
0.034038,0.512734,1128.0300,2.6118e+08
0.034038,0.515009,1131.2478,2.6652e+08
0.034038,0.517503,1134.7721,2.7244e+08
0.034038,0.519991,1138.2812,2.7849e+08
0.034038,0.522473,1141.7788,2.8459e+08
0.034038,0.524103,1144.0720,2.8869e+08
0.034038,0.525443,1145.9574,2.9207e+08
0.034038,0.527761,1149.2155,2.9801e+08
0.034038,0.530223,1152.6704,3.0442e+08
0.034038,0.532679,1156.1125,3.1092e+08
0.034038,0.535129,1159.5417,3.1752e+08
0.034038,0.536459,1161.4031,3.2111e+08
0.034038,0.537984,1163.5317,3.2535e+08
0.034038,0.540352,1166.8369,3.3194e+08
0.034038,0.542783,1170.2259,3.3884e+08
0.034038,0.545209,1173.6033,3.4582e+08
0.034038,0.547627,1176.9648,3.5290e+08
0.034038,0.548783,1178.5712,3.5633e+08
0.034038,0.550379,1180.7877,3.6107e+08
0.034038,0.552788,1184.1263,3.6837e+08
0.034038,0.555190,1187.4537,3.7573e+08
0.034038,0.557587,1190.7681,3.8321e+08
0.034038,0.559894,1193.9547,3.9050e+08
0.034038,0.561093,1195.6111,3.9429e+08
0.034038,0.562697,1197.8208,3.9951e+08
0.034038,0.565077,1201.0998,4.0726e+08
0.034038,0.567452,1204.3666,4.1513e+08
0.034038,0.569821,1207.6218,4.2308e+08
0.034038,0.572085,1210.7288,4.3077e+08
0.034038,0.573313,1212.4108,4.3501e+08
0.034038,0.574873,1214.5488,4.4041e+08
0.034038,0.577227,1217.7696,4.4865e+08
0.034038,0.579575,1220.9788,4.5700e+08
0.034038,0.581918,1224.1777,4.6540e+08
0.034038,0.584193,1227.2773,4.7372e+08
0.034038,0.585458,1229.0017,4.7834e+08
0.034038,0.586915,1230.9843,4.8375e+08
0.034038,0.589243,1234.1483,4.9249e+08
0.034038,0.591567,1237.3045,5.0126e+08
0.034038,0.593885,1240.4464,5.1020e+08
0.034038,0.596199,1243.5821,5.1912e+08
0.034038,0.597544,1245.3999,5.2444e+08
0.034038,0.598841,1247.1532,5.2958e+08
0.034038,0.601134,1250.2517,5.3865e+08
0.034038,0.603434,1253.3514,5.4797e+08
0.034038,0.605728,1256.4442,5.5728e+08
0.034038,0.608019,1259.5244,5.6674e+08
0.034038,0.609560,1261.5960,5.7315e+08
0.034038,0.610760,1263.2085,5.7813e+08
0.034038,0.612904,1266.0847,5.8720e+08
0.034038,0.615181,1269.1365,5.9689e+08
0.034038,0.617454,1272.1779,6.0666e+08
0.034038,0.619722,1275.2094,6.1653e+08
0.034038,0.621491,1277.5742,6.2424e+08
0.034038,0.622628,1279.0893,6.2929e+08
0.034038,0.624560,1281.6646,6.3788e+08
0.034038,0.626816,1284.6689,6.4795e+08
0.034038,0.629067,1287.6610,6.5816e+08
0.034038,0.631314,1290.6475,6.6835e+08
0.034038,0.633332,1293.3226,6.7768e+08
0.034038,0.634460,1294.8176,6.8290e+08
0.034038,0.636108,1297.0021,6.9052e+08
0.034038,0.638343,1299.9568,7.0103e+08
0.034038,0.640574,1302.9056,7.1154e+08
0.034038,0.642801,1305.8436,7.2215e+08
0.034038,0.645024,1308.7740,7.3280e+08
0.034038,0.646280,1310.4283,7.3882e+08
0.034038,0.647593,1312.1549,7.4522e+08
0.034038,0.649769,1315.0145,7.5581e+08
0.034038,0.651981,1317.9190,7.6664e+08
0.034038,0.654189,1320.8131,7.7755e+08
0.034038,0.656393,1323.7018,7.8847e+08
0.034038,0.658092,1325.9221,7.9698e+08
0.034038,0.659197,1327.3664,8.0252e+08
0.034038,0.661098,1329.8514,8.1204e+08
0.034038,0.663292,1332.7111,8.2317e+08
0.034038,0.665482,1335.5657,8.3428e+08
0.034038,0.667668,1338.4102,8.4546e+08
0.034038,0.669812,1341.1967,8.5646e+08
0.034038,0.670785,1342.4609,8.6144e+08
0.034038,0.672336,1344.4723,8.6947e+08
0.034038,0.674512,1347.2938,8.8073e+08
0.034038,0.676686,1350.1077,8.9201e+08
0.034038,0.678856,1352.9129,9.0333e+08
0.034038,0.681023,1355.7129,9.1464e+08
0.034038,0.682587,1357.7303,9.2286e+08
0.034038,0.683682,1359.1413,9.2860e+08
0.034038,0.685648,1361.6761,9.3892e+08
0.034038,0.687806,1364.4497,9.5028e+08
0.034038,0.689960,1367.2193,9.6163e+08
0.034038,0.692111,1369.9790,9.7299e+08
0.034038,0.694260,1372.7339,9.8433e+08
0.034038,0.695095,1373.8042,9.8874e+08
0.034038,0.696714,1375.8747,9.9729e+08
0.034038,0.698847,1378.6026,1.0085e+09
0.034038,0.700987,1381.3346,1.0198e+09
0.034038,0.703124,1384.0597,1.0311e+09
0.034038,0.705258,1386.7791,1.0423e+09
0.034038,0.706974,1388.9615,1.0513e+09
0.034038,0.707825,1390.0449,1.0558e+09
0.034038,0.709815,1392.5737,1.0662e+09
0.034038,0.711941,1395.2705,1.0773e+09
0.034038,0.714065,1397.9636,1.0883e+09
0.034038,0.716186,1400.6471,1.0992e+09
0.034038,0.718304,1403.3276,1.1101e+09
0.034038,0.719421,1404.7374,1.1158e+09
0.034038,0.720715,1406.3709,1.1224e+09
0.034038,0.722829,1409.0379,1.1332e+09
0.034038,0.724940,1411.6958,1.1437e+09
0.034038,0.727049,1414.3502,1.1543e+09
0.034038,0.729156,1416.9968,1.1647e+09
0.034038,0.731261,1419.6390,1.1750e+09
0.034038,0.731707,1420.1992,1.1772e+09
0.034038,0.733656,1422.6412,1.1865e+09
0.034038,0.735756,1425.2709,1.1966e+09
0.034038,0.737854,1427.8940,1.2064e+09
0.034038,0.739950,1430.5123,1.2161e+09
0.034038,0.742045,1433.1247,1.2257e+09
0.034038,0.743854,1435.3791,1.2338e+09
0.034038,0.744429,1436.0951,1.2364e+09
0.034038,0.746519,1438.6956,1.2456e+09
0.034038,0.748608,1441.2916,1.2546e+09
0.034038,0.750695,1443.8821,1.2633e+09
0.034038,0.752780,1446.4677,1.2719e+09
0.034038,0.754864,1449.0484,1.2803e+09
0.034038,0.756166,1450.6577,1.2854e+09
0.034038,0.757237,1451.9829,1.2895e+09
0.034038,0.759318,1454.5527,1.2973e+09
0.034038,0.761397,1457.1187,1.3049e+09
0.034038,0.763476,1459.6793,1.3122e+09
0.034038,0.765553,1462.2363,1.3193e+09
0.034038,0.767556,1464.6980,1.3257e+09
0.034038,0.768526,1465.8902,1.3287e+09
0.034038,0.769993,1467.6916,1.3333e+09
0.034038,0.772067,1470.2338,1.3392e+09
0.034038,0.774140,1472.7742,1.3451e+09
0.034038,0.776213,1475.3084,1.3502e+09
0.034038,0.778284,1477.8411,1.3554e+09
0.034038,0.780089,1480.0430,1.3592e+09
0.034038,0.780961,1481.1062,1.3611e+09
0.034038,0.782713,1483.2419,1.3646e+09
0.034038,0.784780,1485.7590,1.3682e+09
0.034038,0.786846,1488.2715,1.3715e+09
0.034038,0.788910,1490.7791,1.3743e+09
0.034038,0.790973,1493.2808,1.3766e+09
0.034038,0.792514,1495.1500,1.3780e+09
0.034038,0.793447,1496.2801,1.3788e+09
0.034038,0.795378,1498.6167,1.3799e+09
0.034038,0.797435,1501.1035,1.3807e+09
0.034038,0.799489,1503.5847,1.3808e+09
0.034038,0.801542,1506.0609,1.3804e+09
0.034038,0.803593,1508.5331,1.3796e+09
0.034038,0.804839,1510.0329,1.3787e+09
0.034038,0.805955,1511.3759,1.3777e+09
0.034038,0.807975,1513.8054,1.3755e+09
0.034038,0.810021,1516.2630,1.3727e+09
0.034038,0.812066,1518.7158,1.3691e+09
0.034038,0.814109,1521.1655,1.3651e+09
0.034038,0.816130,1523.5848,1.3601e+09
0.034038,0.817102,1524.7490,1.3577e+09
0.034038,0.818476,1526.3914,1.3537e+09
0.034038,0.820515,1528.8291,1.3474e+09
0.034038,0.822553,1531.2624,1.3402e+09
0.034038,0.824590,1533.6928,1.3323e+09
0.034038,0.826627,1536.1208,1.3238e+09
0.034038,0.828589,1538.4574,1.3146e+09
0.034038,0.829363,1539.3787,1.3110e+09
0.034038,0.830982,1541.3051,1.3025e+09
0.034038,0.833017,1543.7251,1.2914e+09
0.034038,0.835052,1546.1432,1.2795e+09
0.034038,0.837086,1548.5593,1.2665e+09
0.034038,0.839121,1550.9746,1.2528e+09
0.034038,0.841020,1553.2276,1.2393e+09
0.034038,0.841630,1553.9516,1.2347e+09
0.034038,0.843476,1556.1398,1.2207e+09
0.034038,0.845512,1558.5540,1.2041e+09
0.034038,0.847550,1560.9688,1.1867e+09
0.034038,0.849588,1563.3848,1.1684e+09
0.034038,0.851629,1565.8026,1.1492e+09
0.034038,0.853436,1567.9448,1.1316e+09
0.034038,0.853955,1568.5602,1.1263e+09
0.034038,0.856000,1570.9840,1.1052e+09
0.034038,0.858047,1573.4115,1.0832e+09
0.034038,0.860097,1575.8437,1.0602e+09
0.034038,0.862150,1578.2814,1.0364e+09
0.034038,0.864206,1580.7256,1.0117e+09
0.034038,0.865832,1582.6606,9.9155e+08
0.034038,0.866554,1583.5200,9.8252e+08
0.034038,0.868620,1585.9820,9.5602e+08
0.034038,0.870690,1588.4540,9.2873e+08
0.034038,0.872766,1590.9372,9.0068e+08
0.034038,0.874847,1593.4329,8.7193e+08
0.034038,0.876934,1595.9427,8.4254e+08
0.034038,0.878139,1597.3951,8.2534e+08
0.034038,0.879321,1598.8222,8.0833e+08
0.034038,0.881424,1601.3689,7.7772e+08
0.034038,0.883533,1603.9353,7.4667e+08
0.034038,0.885651,1606.5225,7.1528e+08
0.034038,0.887776,1609.1344,6.8364e+08
0.034038,0.889790,1611.6231,6.5366e+08
0.034038,0.890583,1612.6068,6.4188e+08
0.034038,0.892355,1614.8161,6.1563e+08
0.034038,0.894509,1617.5199,5.8396e+08
0.034038,0.896673,1620.2597,5.5259e+08
0.034038,0.898846,1623.0381,5.2165e+08
0.034038,0.901006,1625.8298,4.9160e+08
0.034038,0.902519,1627.8038,4.7105e+08
0.034038,0.903529,1629.1305,4.5761e+08
0.034038,0.905734,1632.0575,4.2911e+08
0.034038,0.907948,1635.0367,4.0159e+08
0.034038,0.910172,1638.0796,3.7540e+08
0.034038,0.912407,1641.1909,3.5061e+08
0.034038,0.914344,1643.9318,3.3035e+08
0.034038,0.915199,1645.1540,3.2171e+08
0.034038,0.917226,1648.0945,3.0239e+08
0.034038,0.919495,1651.4564,2.8241e+08
0.034038,0.921775,1654.9089,2.6401e+08
0.034038,0.924064,1658.4629,2.4738e+08
0.034038,0.926162,1661.8049,2.3360e+08
0.034038,0.927219,1663.5026,2.2693e+08
0.034038,0.928986,1666.4075,2.1668e+08
0.034038,0.931297,1670.3031,2.0457e+08
0.034038,0.933615,1674.3125,1.9355e+08
0.034038,0.935939,1678.4496,1.8355e+08
0.034038,0.938133,1682.4721,1.7491e+08
0.034038,0.939318,1684.6871,1.7049e+08
0.034038,0.940932,1687.7599,1.6471e+08
0.034038,0.943274,1692.3318,1.5671e+08
0.034038,0.945623,1697.0543,1.4901e+08
0.034038,0.947977,1701.9325,1.4150e+08
0.034038,0.950234,1706.7430,1.3438e+08
0.034038,0.951473,1709.4455,1.3049e+08
0.034038,0.953033,1712.9127,1.2558e+08
0.034038,0.955406,1718.3129,1.1807e+08
0.034038,0.957784,1723.8869,1.1047e+08
0.034038,0.960167,1729.6487,1.0276e+08
0.034038,0.962471,1735.3804,9.5228e+07
0.034038,0.963669,1738.4219,9.1290e+07
0.034038,0.965290,1742.6153,8.5935e+07
0.034038,0.967693,1748.9818,7.7973e+07
0.034038,0.970104,1755.5439,7.0003e+07
0.034038,0.972521,1762.2921,6.2090e+07
0.034038,0.974871,1768.9988,5.4522e+07
0.034038,0.975895,1771.9654,5.1281e+07
0.034038,0.977715,1777.2926,4.5621e+07
0.034038,0.980153,1784.5303,3.8299e+07
0.034038,0.982596,1791.8661,3.1338e+07
0.034038,0.985043,1799.2584,2.4805e+07
0.034038,0.987443,1806.5068,1.8938e+07
0.034038,0.988135,1808.5902,1.7353e+07
0.034038,0.990285,1815.0263,1.2780e+07
0.034038,0.992732,1822.2599,8.2414e+06
0.034038,0.995169,1829.3263,4.5314e+06
0.034038,0.997594,1836.1970,1.7358e+06
0.034038,1.000000,1842.8228,-2.6612e+01
0.035345,0.000000,300.0000,1.0572e+01
0.035345,0.002877,305.3798,2.0290e+02
0.035345,0.005624,310.6910,8.4798e+02
0.035345,0.008325,315.8731,1.9498e+03
0.035345,0.010993,320.9612,3.5116e+03
0.035345,0.012120,323.1024,4.2912e+03
0.035345,0.014014,326.6942,5.8052e+03
0.035345,0.016618,331.6151,8.3237e+03
0.035345,0.019213,336.5050,1.1350e+04
0.035345,0.021792,341.3534,1.4734e+04
0.035345,0.023858,345.2284,1.7901e+04
0.035345,0.025017,347.3976,1.9810e+04
0.035345,0.027259,351.5902,2.3860e+04
0.035345,0.029793,356.3183,2.8986e+04
0.035345,0.032315,361.0149,3.4669e+04
0.035345,0.034826,365.6820,4.1038e+04
0.035345,0.036369,368.5465,4.5291e+04
0.035345,0.037805,371.2105,4.9426e+04
0.035345,0.040164,375.5809,5.6808e+04
0.035345,0.042644,380.1704,6.5127e+04
0.035345,0.045115,384.7353,7.4351e+04
0.035345,0.047553,389.2321,8.4283e+04
0.035345,0.048816,391.5604,8.9685e+04
0.035345,0.050376,394.4345,9.6511e+04
0.035345,0.052824,398.9356,1.0856e+05
0.035345,0.055264,403.4213,1.2098e+05
0.035345,0.057697,407.8867,1.3471e+05
0.035345,0.059955,412.0235,1.4841e+05
0.035345,0.061219,414.3393,1.5651e+05
0.035345,0.062883,417.3832,1.6771e+05
0.035345,0.065298,421.7970,1.8494e+05
0.035345,0.067708,426.1954,2.0339e+05
0.035345,0.070112,430.5782,2.2310e+05
0.035345,0.072273,434.5122,2.4219e+05
0.035345,0.073521,436.7824,2.5381e+05
0.035345,0.075239,439.9061,2.7032e+05
0.035345,0.077629,444.2444,2.9493e+05
0.035345,0.080014,448.5701,3.2109e+05
0.035345,0.082395,452.8827,3.4880e+05
0.035345,0.084517,456.7228,3.7535e+05
0.035345,0.085749,458.9501,3.9142e+05
0.035345,0.087475,462.0664,4.1508e+05
0.035345,0.089844,466.3407,4.4928e+05
0.035345,0.092210,470.6047,4.8519e+05
0.035345,0.094572,474.8551,5.2432e+05
0.035345,0.096696,478.6730,5.6141e+05
0.035345,0.097927,480.8840,5.8390e+05
0.035345,0.099615,483.9145,6.1545e+05
0.035345,0.101968,488.1317,6.6297e+05
0.035345,0.104318,492.3394,7.1324e+05
0.035345,0.106666,496.5383,7.6575e+05
0.035345,0.108816,500.3773,8.1854e+05
0.035345,0.110071,502.6175,8.4970e+05
0.035345,0.111679,505.4855,8.9182e+05
0.035345,0.114019,509.6533,9.5642e+05
0.035345,0.116357,513.8119,1.0253e+06
0.035345,0.118692,517.9629,1.0971e+06
0.035345,0.120883,521.8488,1.1704e+06
0.035345,0.122194,524.1734,1.2154e+06
0.035345,0.123682,526.8130,1.2670e+06
0.035345,0.126012,530.9364,1.3547e+06
0.035345,0.128340,535.0516,1.4476e+06
0.035345,0.130667,539.1588,1.5460e+06
0.035345,0.132902,543.1009,1.6458e+06
0.035345,0.134306,545.5732,1.7115e+06
0.035345,0.135638,547.9192,1.7761e+06
0.035345,0.137960,552.0022,1.8934e+06
0.035345,0.140281,556.0780,2.0172e+06
0.035345,0.142600,560.1465,2.1480e+06
0.035345,0.144880,564.1405,2.2835e+06
0.035345,0.146415,566.8269,2.3788e+06
0.035345,0.147559,568.8270,2.4524e+06
0.035345,0.149875,572.8739,2.6066e+06
0.035345,0.152191,576.9143,2.7688e+06
0.035345,0.154505,580.9484,2.9393e+06
0.035345,0.156819,584.9757,3.1191e+06
0.035345,0.158519,587.9311,3.2580e+06
0.035345,0.159468,589.5804,3.3359e+06
0.035345,0.161767,593.5713,3.5348e+06
0.035345,0.164079,597.5797,3.7443e+06
0.035345,0.166391,601.5825,3.9636e+06
0.035345,0.168703,605.5797,4.1930e+06
0.035345,0.170529,608.7358,4.3803e+06
0.035345,0.171493,610.3981,4.4841e+06
0.035345,0.173647,614.1137,4.7190e+06
0.035345,0.175958,618.0949,4.9814e+06
0.035345,0.178268,622.0700,5.2576e+06
0.035345,0.180579,626.0404,5.5454e+06
0.035345,0.182521,629.3727,5.7958e+06
0.035345,0.183530,631.1035,5.9294e+06
0.035345,0.185524,634.5196,6.2005e+06
0.035345,0.187835,638.4762,6.5253e+06
0.035345,0.190147,642.4284,6.8635e+06
