z_m,u_m_per_s,T_K,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_NO,Y_NO2,Y_N2O,Y_HNO,Y_CN,Y_HCN,Y_H2CN,Y_HCNN,Y_HCNO,Y_HOCN,Y_HNCO,Y_NCO,Y_N2,Y_AR,Y_C3H7,Y_C3H8,Y_CH2CHO,Y_CH3CHO
0.0,0.21430848657221813,300.0,5.704234820262735e-07,-2.7494195309918073e-19,2.631093824391011e-13,0.2201408747862369,8.310322202439388e-15,3.2945713179677696e-07,2.6812703308930404e-10,1.317570400698246e-09,-8.940872610202954e-19,8.66390274464466e-25,1.3454973180386966e-18,-3.745166477093615e-24,7.833626502088644e-12,0.05518644876523938,6.730951411196195e-08,3.040121986046788e-08,1.4332612333800828e-20,2.43059129873441e-09,1.0039183646571847e-22,1.6592772617307105e-14,2.963608912085458e-10,6.92169086410298e-19,2.918551428751283e-11,3.7241050594940436e-24,1.3977674117576557e-09,1.2567181099550049e-18,8.969770534229993e-10,5.951754013677799e-22,1.3690357381623557e-10,1.1079728020625131e-14,3.9619133490076e-19,1.8839849801618336e-18,4.477784878040911e-14,2.578985927928654e-13,-3.237863622738851e-29,3.317802861168915e-12,4.816167735711971e-11,5.1321708632754014e-14,7.48011192427627e-15,2.8384297333646684e-18,4.0138562184756815e-13,8.69717394412648e-19,1.8284767138986434e-25,1.4504979471883664e-13,3.0718316040739954e-16,6.383280010498796e-13,1.9072169392604438e-16,0.7246716719909458,0.0,2.856842579540002e-16,1.3237039218754767e-11,5.678644955271673e-19,1.8704330909466116e-11
0.0050622076315143885,0.2144735349999226,300.19968787979184,8.501430337810075e-06,2.1386573562655847e-19,9.006536264247324e-12,0.22012594938692917,2.895986232865406e-13,1.608868704631377e-05,1.4201456714806577e-08,7.027829878101631e-08,-2.3176055534996277e-25,1.1086780689997205e-31,5.095474798802752e-20,-1.8053854445799735e-22,3.8395798620658753e-10,0.055178148710402046,3.575229350874572e-06,2.1103105650859027e-06,1.0004066519967686e-18,1.7070031002774165e-07,7.13335161039385e-21,1.1717845819238203e-12,2.1187684156754977e-08,1.098834586796678e-25,1.9191049610228505e-09,2.465665198768743e-22,9.53862702810013e-08,9.216608722801037e-17,6.64130810736178e-08,2.59981877054939e-20,1.1125219310087521e-08,9.003734121187798e-13,6.516373509827952e-17,8.210875474847893e-20,1.48785736055209e-12,1.2923792480660943e-11,6.963066844278288e-28,1.7749714612201827e-10,3.0333980041660874e-09,3.5936602040893963e-12,3.9890537971387075e-13,1.2571688049946875e-24,2.8609250493986393e-11,1.7306031362224776e-16,2.4786850267902677e-31,1.0113917013478527e-11,2.141611180849382e-14,4.4508538144723655e-11,1.275302209378781e-14,0.7246651685282068,0.0,2.71648993879094e-14,1.2642099805628704e-09,4.6345869957774644e-17,1.533841679508636e-09
0.007593311447271583,0.21724189263190083,303.87865687229305,5.362873442094966e-05,2.910193766526327e-16,1.7281230516543853e-10,0.2198435338699209,1.0030400502802934e-10,0.00030490747056141296,2.9915474354318844e-07,1.4477975891748155e-06,8.564622563690861e-29,-2.3293899654250682e-27,6.151552362940178e-18,-1.3657393273412329e-18,7.249751123315382e-09,0.055040075670873365,7.356522033373612e-05,5.623158419739468e-05,2.79007181148406e-15,4.592341058018937e-06,5.600767319992121e-17,4.747236924140088e-10,5.807075383684077e-07,-1.6546633835223388e-22,4.852112708000648e-08,2.388977001006444e-18,2.499660982366438e-06,3.059508023985707e-13,1.8839880527255864e-06,1.126585367725682e-16,3.454694284821916e-07,2.7959035825951333e-11,9.198292126185565e-15,2.6120588373912688e-17,1.9602037528297305e-11,2.511247228607355e-10,1.1000170459947769e-24,3.775106013909358e-09,7.33819575123826e-08,9.654564599599788e-11,8.207007791878295e-12,1.2949404489559624e-20,7.817321144649033e-10,1.0965147620068223e-14,3.3854804425419977e-25,2.706783853986998e-10,5.731038063720168e-13,1.1911734560108707e-09,3.1469202011910316e-13,0.7246161779629715,0.0,1.2695498500825505e-12,4.59884477255067e-08,2.4263452868382116e-14,4.805401822700354e-08
0.00885886335515018,0.2415069378702696,337.03591106327536,0.00018784236272935813,3.0523693141531583e-13,3.0969235546754738e-09,0.21707191394631203,6.13335272534371e-09,0.002873748784269197,3.858632580569109e-06,1.455329681555439e-05,7.451340359655612e-22,-7.31247643920703e-20,-4.028774380702112e-14,-2.88013215592532e-15,7.996277707359553e-08,0.05386228901827107,0.0007586482449700308,0.0007396773235029751,1.9686791373499866e-12,6.02415005787176e-05,3.9580585089804464e-14,5.7498365804894015e-08,7.816322646719334e-06,-3.8794245859802135e-15,6.072968166919865e-07,4.833358191627341e-15,3.232817902938458e-05,1.873318328444114e-10,2.6303643190609946e-05,1.2171690915191886e-13,5.249351402986673e-06,4.2481407127025814e-10,3.5608251213528935e-13,8.899647734002114e-15,1.3386973223664963e-10,2.42949671527459e-09,5.330118905271827e-21,4.923629853512177e-08,8.643779434364267e-07,1.279303884641804e-09,8.285905384358319e-11,9.03054505848707e-14,1.0480042517252118e-08,3.773033481016806e-13,1.6771560038951474e-18,3.576264565304493e-09,7.572081416126355e-12,1.5737994574563918e-08,3.640078548468708e-12,0.724352272874118,0.0,7.051531812172267e-11,8.174615403579122e-07,9.082291040278697e-12,7.370299975323577e-07
0.010124415263028777,0.4546563969919669,628.1947763547056,0.0006286074366354365,5.462519000461046e-09,2.4938989349012044e-08,0.18930810052852481,2.7940263341547966e-07,0.024517566599954462,8.071214790889043e-05,0.00011849899841413365,1.258281624708011e-17,2.4171199758842157e-16,3.180654974368932e-11,2.3284275408585813e-12,2.4643892059719036e-06,0.043524954417917566,0.007604866098242995,0.00926806840536258,2.2212478850516627e-09,0.0007137379322272129,4.794184007620067e-11,4.9159411090313594e-06,9.810994420927662e-05,3.845512079920661e-16,7.2694857069803314e-06,4.8666969322533844e-11,0.0003960307764090378,7.411795698569293e-08,0.0003494755385718028,2.1079798491853554e-10,7.45133569077371e-05,6.024129921370411e-09,1.1447208202730275e-13,7.595569569837117e-12,9.278131121487768e-10,2.1662585857359004e-08,9.635071889143125e-15,1.1105093206810521e-06,8.86038659034843e-06,1.6120806633533863e-08,7.099811515873038e-10,2.18094935682038e-17,1.295370419515564e-07,4.167257464433051e-11,9.227729646591136e-17,4.5051022091985976e-08,9.536352960348102e-11,1.982515673486875e-07,1.3146928028499741e-10,0.7232666786726561,0.0,7.493592645021806e-09,1.3853233846695025e-05,3.5752287815007535e-08,1.075690852429429e-05
0.010757191216968075,0.9000636361752209,1230.51184101762,0.0010481540356379476,2.5996583663274814e-06,8.415261352882246e-06,0.1215954938776053,2.601348672186535e-05,0.06709974650189782,0.00016626465023499812,5.540863193115465e-05,6.071272122833481e-12,2.1661825012200845e-10,1.7771366543167668e-07,1.3251170836943481e-08,0.0002509229821370387,0.020597509773846782,0.024605627033925815,0.03536457274100922,2.080941468148103e-06,0.001520004143204589,1.0787766697071475e-07,5.92474725383656e-06,0.00016626049394532317,8.494549718279915e-11,2.6997747157649358e-05,4.001891651272875e-07,0.0014399364034154763,2.0010959297259372e-05,0.001370555055997105,4.0337314982732596e-07,0.00034769758301326375,2.6362333600673625e-08,4.914603270580462e-11,9.811645429418963e-10,4.790510808401212e-09,5.9578464812987565e-08,5.2886924375180904e-11,2.1136074556549562e-05,1.5721177487188628e-06,6.122075809836465e-08,6.30762817088022e-09,1.3950501329780628e-12,4.7601116311235397e-07,1.5832451677644854e-11,7.14931217087533e-12,1.753014877141177e-07,3.6979814085963757e-10,7.575902620717961e-07,1.9273210621863315e-09,0.724134141925647,0.0,1.4312846530357214e-07,6.821253298178386e-05,1.789913807947953e-06,5.013431792345188e-05
0.011389967170907374,1.3920733602202429,1902.647000022003,0.0008159923778435489,0.000178960216438908,0.001316840138712463,0.023098776508156962,0.003934732687056774,0.11128503202524503,8.603360617106618e-06,3.6994392728403873e-07,2.6005549202801807e-07,4.640102360950064e-07,2.2765547997036684e-06,2.616186921718929e-07,3.549864504186801e-05,0.00011264638542668196,0.025236906561617967,0.10879719907850069,4.366887072842613e-06,2.9159001283852883e-05,7.29488891969163e-07,4.990638385675173e-08,8.995985797797977e-07,2.4610394163965617e-08,4.839081810427322e-06,6.754139040261574e-07,6.995947393382079e-06,3.626674301397373e-07,1.6677395752897564e-06,1.0796217830994765e-06,5.619543338395923e-06,6.173414183295532e-08,3.3763295280926524e-08,1.2958255673492903e-08,9.920423036723507e-09,8.650218799469785e-09,8.018930336037865e-09,6.702414346155832e-05,1.6992891815846832e-08,1.7731412368642668e-07,1.2553365487077208e-08,4.789314600764643e-09,1.1888563614279786e-06,8.14986311676569e-11,1.3748887024144126e-09,5.14015066596865e-08,5.356519847629441e-09,3.48549820099012e-07,4.353627870818514e-08,0.725048291351182,0.0,1.7339419659599136e-08,6.335027777978434e-08,5.574156420611197e-08,1.272546798534698e-06
0.012022743124846674,1.4578440211645003,2003.794043165286,0.0006477339270220843,0.00011312903666582936,0.0009228525309087647,0.016300290874279717,0.003803343596920141,0.11461302697563018,3.9443564939720435e-06,2.219709641817638e-07,2.5111890385439857e-09,5.1095968602090785e-09,3.028971667104724e-08,2.8529572625938753e-09,3.696427184528149e-07,7.756732459374745e-07,0.018731141126131688,0.12007028784998462,5.4865458284596124e-08,3.2561330417779225e-07,7.538818793751665e-09,4.3335476239749467e-10,7.806020342028824e-09,3.9901276617200865e-10,6.774840434090162e-08,3.5417732690556114e-09,3.662811196906538e-08,7.054440170086989e-10,2.3251876670497086e-09,1.8451507408921332e-08,6.601455538551958e-08,1.6572144625294953e-09,3.6529353181566527e-09,1.9081678739808814e-09,1.0499204302407177e-09,1.1460640028656886e-09,5.471761164067539e-09,7.705443554452415e-05,1.8030608977600332e-08,1.8907780384181985e-07,6.218000380188012e-09,3.67394567747814e-10,9.205457770340056e-08,5.399215486062893e-13,1.1613169855731136e-11,2.527688004884212e-09,7.452988023201013e-10,3.341746269542494e-08,3.930744015087887e-09,0.7247148250392669,0.0,2.7293252254063533e-11,7.078431503415809e-11,2.0574974664367562e-10,8.558207943489902e-09
0.012655519078785971,1.4919655927087698,2056.7348353364337,0.00053900621615382,7.440938068571017e-05,0.0006343807123733754,0.013517167808106318,0.003364509665519325,0.11669668822207159,2.675431464029703e-06,1.6411409060427473e-07,1.6737778168378826e-11,4.227645884275136e-11,3.1512619273801675e-10,2.6124713673556706e-11,3.5228332883071686e-09,6.028523126944e-09,0.016020084042598172,0.12445593458372856,9.273280514491845e-09,3.2705411647746606e-09,6.479220383022335e-11,3.703150710673533e-12,7.37277623309679e-11,4.639107107936527e-12,8.197253119900549e-10,1.637596314778402e-11,2.0294972051016308e-10,1.1033023243201439e-12,3.343936122829095e-12,2.495823173508038e-10,7.568918227649844e-10,3.1213441011591034e-11,2.6822833718932864e-09,8.217062064964572e-10,1.7587103182959235e-10,2.3208163969371198e-10,3.736002862298382e-09,8.36703232146048e-05,2.0646300496573024e-08,1.9113467609997857e-07,4.885021870552195e-09,2.6331267244408712e-11,7.0137996435025995e-09,1.864530844355463e-14,8.353980855299382e-14,1.1262969807342408e-10,8.322142711319953e-11,3.3997652221883145e-09,3.3105554286875137e-10,0.7246110494377745,0.0,3.5752731021045326e-14,8.708544779770492e-14,8.073459188462403e-13,5.712738036878973e-11
0.013921070986664568,1.5231620311785632,2106.0797345509463,0.00042158835331353173,4.3807569628284445e-05,0.0003919805018090449,0.010810340539487606,0.002800269404995327,0.11870706816272061,1.6967457948943428e-06,1.177746131644879e-07,5.53782478646102e-14,1.8925211733285981e-13,1.90138250851596e-12,1.4169776125232922e-13,2.0819507579674414e-11,3.0723536503137704e-11,0.013151325217365064,0.12904886249483669,4.147555160296453e-09,4.9840903982443516e-11,3.2241290764597295e-13,1.8683544014152494e-14,4.3852400014209727e-13,3.1623354374490564e-14,6.26894122641297e-12,4.230713596169099e-14,6.941906408296958e-13,8.39295704021003e-16,2.6034561404266174e-15,1.9918446790438384e-12,5.143097732823062e-12,3.7459409498970586e-13,2.620041823551117e-09,5.061364306408499e-10,8.478672289204961e-11,1.404720683727953e-10,2.2741934955303294e-09,9.386397155242286e-05,2.5206270878842126e-08,1.8882366416914157e-07,3.952020172993295e-09,1.2407334354004115e-12,3.670157532460508e-10,4.73194456141484e-16,3.279972928985069e-16,3.6043040106338924e-12,6.662631587473798e-12,2.93632724648824e-10,2.1824408571924938e-11,0.7245288506955274,0.0,2.4245479145942773e-17,6.245179976889225e-17,1.793443333422162e-15,2.459321893752432e-13
